Sentence,types,Sentiment,levels
อินทัชตอนหาคนมาไขว้วัคซีน https://t.co/rI78kllSgU,วัคซีน,ไม่เดือดร้อน,0
"ยังสู้ไหวค่ะถึงจะไปฉีดวัคซีนวันนี้..✌✌
แม่ค้ากลับมาทำขนมได้ต่อค่ะ
ขนมบัวหิมะนมสดใส้ถั่วกวน..😋👍👍
สนใจทักแชทได้นะค่ะแม่ค้าอยากขายค่ะ.. https://t.co/oTZliraBDK",วัคซีน,ไม่เดือดร้อน,0
มองว่าไม่ผิดนะ มันเป็นสิทธิส่วนตัวอยู่แล้วที่จะยกเลิก ตอนเห็นข่าวยังรู้สึกว่าแค่วัคซีนยังไม่โปร่งใสอย่างอื่นจะเป็นไงเนี่ย //เปลี่ยนที่บริจาคเพื่อความสบายใจดีกว่า https://t.co/pZpNPRZvpU,ไม่สบายใจ,เดือดร้อน,1
"#เปิดประเทศ ภายใน 120 วัน ตามที่นายกรัฐมนตรีเคยประกาศไว้ แม้สถานการณ์การแพร่ระบาดของเชื้อไวรัส #โควิด19 ที่ยังไม่หยุดนิ่ง แต่ภาพรวมเศรษฐกิจไม่อาจชะลอไว้ได้ หลายคนเดือดร้อนจากสถานการณ์ที่เป็นอยู่ การเปิดประเทศครั้งนี้ ""จะไปต่อหรือพอแค่นี้"" https://t.co/GVoPSYzZKt #สืบสวนความจริง",ความเป็นอยู่,เดือดร้อน,2
รับงาน 1 ชั่วโมง 1 น้ำ 790 บาทรวมห้องนะคะ อวบ ผิวสีแทน อัธยาศัยดีไม่เร่งไม่รีบ เป็นกันเอง ใจเย็น ฟิวแฟนได้ ทักและนัดได้ตลอดนะคะ ฉีดวัคซีนครบ 2 เข็มแล้ว ปลอดภัย ห้องส่วนตัว สะอาด มีที่จอดรถ สนใจทักและนัดได้ตลอดนะคะ สนใจรายละเอียดเพิ่มเติม 0942646323ไลน์/โทร https://t.co/O0NqLnUofj,อื่นๆ,ไม่เดือดร้อน,0
ประกาศ เชียงใหม่ เปิดรับ Walk in ฉีดวัคซีน ตัังแต่วันนี้ ดังรายละเอียด https://t.co/Q4LYho7XsR,วัคซีน,ไม่เดือดร้อน,0
เพื่อนได้คิวฉีดวัคซีนแล้วรอของตัวเองเลย,วัคซีน,เดือดร้อน,1
Atmosphere:mini สามารถกรองเชื้อโรคและไวรัสได้ ผ่oนได้อีก10ถึง36เดืoน แม่อายุมากแล้วไม่สามารถฉีดวัคซีนได้ นี่แหละทางออกของเรา https://t.co/5wxikBOata,วัคซีน,ไม่เดือดร้อน,0
@topicpp กลัวตุยวันฉีดวัคซีนจังอ่ะ,วัคซีน,เดือดร้อน,1
เหมือนน้องๆฉีดวัคซีนแล้วเนอะ ดีใจกับน้องที่ได้อยู่ในประเทศที่ดี,วัคซีน,เดือดร้อน,1
ปืนเลเซอร์ฉีดวัคซีน 👍 ลองดูวิดีโอของ Techhub สิ! #TikTok https://t.co/E7NK62SV75,วัคซีน,ไม่เดือดร้อน,0
เห็นลิสต์จัดสรรวัคซีนแต่ละโรงพยาบาลแล้ว จะเป็นลม เหนื่อยแทน ทั้งที่จ่ายเงินเอง #โมเดอร์น่าอยู่ไหน,วัคซีน,เดือดร้อน,2
"@#โมเดอร์น่า ล็อตแรกมาถึงแล้ว ผมดีใจกับพี่น้องประชาชนที่จะได้ฉีดในรอบนี้ด้วยครับ ส่วนผมก็คงต้องรอรอบต่อๆไป
@นี่คือวัคซีนที่ภาคประชาชนต่อสู้เพื่อคุณภาพชีวิตของตัวเอง เพื่อวัคซีนดีๆให้ตัวเอง
@ใครมาแย่งหรือขอส่วนแบ่งดื้อๆไปขอให้มีอันเป็นไป
#โมเดอร์นา #โมเดอร์น่าอยู่ไหน #เปิดประเทศ",วัคซีน,เดือดร้อน,2
"มันจะมีคนปล่อยสิทธิ์ฉีดวัคซีนโมเดอร์นาไหมคะ แบบว่าเราจะหาให้พี่เราเอง

#ฉีดวัคซีน #ฉีดวัคซีนโควิด19 #โมเดอร์นา #Moderna #Modernaอยู่ไหน",วัคซีน,เดือดร้อน,1
ฉีดวัคซีนละยังเอ๋อ นี่ผลข้างเคียงปะ,วัคซีน,ไม่เดือดร้อน,0
ขอความช่วยเหลือครับ น้องที่ออฟฟิศ ATK เจอสองขีด พยายามประสานไป สสจ ไม่รับสาย ติดต่อศูนย์ประชุมนานาชาติ แจ้งว่าปิดแล้ว เตียงเต็ม ติดต่อตาม รพ ก็ไม่รับตรวจ โยนไปมา ตอนนี้น้องหายใจไม่สะดวกแล้ว เชียงใหม่สามารถติดต่อที่ไหนได้อีกบ้างครับ #รีวิวเชียงใหม่ #เชียงใหม่ #โควิด19,การรักษา,ไม่เดือดร้อน,0
"หาดใหญ่เงี่ยนคับ 
ทักมาๆ ฉีดวัคซีนครบละคับ 
#หาดใหญ่ 
#หาดใหญ่นัดเจอ 
#หาดใหญ่เงี่ยน 
#หาดใหญ่fwb",อื่นๆ,ไม่เดือดร้อน,0
"⏩ แผนที่ผู้ติดเชื้อตามภูมิลำเนาจังหวัดสงขลา วันที่ 1 พฤศจิกายน 2564

#COVID19 #โควิดวันนี้
#โควิด19 #โควิด19วันนี้
#แลบ้านแลเมือง
#PSUB #PSUBroadcast https://t.co/aXgV6VQugJ",รายงานสถานการณ์,ไม่เดือดร้อน,0
"📣 สถานการณ์โควิด-19 จ.สงขลา 

😷 พบผู้ป่วยในจังหวัด 476 ราย 

📌 รักษาหายกลับบ้าน 238 ราย

🖤 เสียชีวิต - ราย

#COVID19 #โควิดวันนี้
#โควิด19 #เดลต้าพลัส
#แลบ้านแลเมือง
#PSUB #PSUBroadcast https://t.co/oJGj6C76Qj",รายงานสถานการณ์,ไม่เดือดร้อน,0
ลูกฉีดวัคซีนละอ้อนมากอุ้มวางไม่ได้เลยนิ,วัคซีน,เดือดร้อน,1
"⏩ รายละเอียดผู้เสียชีวิตของประเทศไทย วันที่ 1 พฤศจิกายน 2564 จำนวน 55 ราย

🖤 ขอแสดงความเสียใจกับครอบครัวผู้เสียชีวิตด้วยค่ะ

แหล่งข้อมูล : กระทรวงสาธารณสุข

#COVID19 #โควิดวันนี้
#โควิด19 #โควิด19วันนี้
#แลบ้านแลเมือง
#PSUB #PSUBroadcast https://t.co/BeTvbEQbkK",รายงานสถานการณ์,ไม่เดือดร้อน,0
"รายชื่อจังหวัดที่มีผู้ติดเชื้อ 10 อันดับแรก ประจำวันที่ 1 พฤศจิกายน 64

วันนี้ จ.สงขลา อันดับ 3‼️

❤ ขอความร่วมมือปฏิบัติตามมาตรการป้องกัน อย่างเคร่งครัดนะคะ

#COVID19 #วัคซีนโควิด
#โควิดวันนี้ #โควิด19
#แลบ้านแลเมือง
#PSUB #PSUBrodcast https://t.co/IHafdFlrC3",รายงานสถานการณ์,ไม่เดือดร้อน,0
"⏩ รายละเอียดผู้ป่วยรายใหม่ ในพื้นที่ภาคใต้ 

ประจำวันที่ 1 พฤศจิกายน 2564

จ.สงขลา พบผู้ป่วยรายใหม่ จำนวน 476 ราย 

#COVID19 #วัคซีนโควิด
#โควิด19 #โควิดวันนี้
#แลบ้านแลเมือง
#PSUB #PSUBrodcast https://t.co/BdDmwpasm8",รายงานสถานการณ์,ไม่เดือดร้อน,0
จนถึงตอนเนี่ย...ผมกับแฟนก็ยังไม่เคยได้รับวัคซีนเลย #บางแสน,ไม่สบายใจ,เดือดร้อน,1
"🩺🤒 การตรวจคัดกรองโควิด-19 ด้วยการตรวจ RT-PCR รู้ผลใน 24 ชั่วโมง สามารถเข้ารับบริการใช้ได้กับทุกสิทธิ โดยไม่ต้องเสียค่าใช้จ่าย.
💥และกรณีที่ตรวจแล้ว หากผล ATK เป็นบวก ท่านสามารถเข้ารับการรักษาฟรี 
#DMมาได้เลย
#โควิด19 #โควิด19วันนี้",การรักษา,ไม่เดือดร้อน,0
มานั่งรอน้องสาวฉีดวัคซีนที่มอแล้วแอบคิดถึงเหมือนกันนะเนี้ย,วัคซีน,เดือดร้อน,1
คนเยอะทุกประตูวันนี้ที่ศูนย์ฉีดวัคซีนบางซื่อ,วัคซีน,เดือดร้อน,1
"ฮุงพรุ่งนี้เมนี่จะไปฉีดวัคซีน
ไข้หวัดใหญ่ ฮุงจ้าเมนี่กลัวเข็ม
💉😢💙💙💙💙
@QH_MasterD
#quanghungmasterd https://t.co/WzPDW4d1hR",วัคซีน,ไม่เดือดร้อน,0
ฉีดวัคซีนเข็มสอง คนโล่งๆ,วัคซีน,ไม่เดือดร้อน,0
"พาลุงที่บ้านมารับวัคซีนเข็ม 2 #AstraZeneca สถานที่ฉีดวัคซีนจัดในโรงเรียนมัธยมประจำจังหวัด กว้างดี ต้นไม้เยอะ คนเยอะมากแต่ก็ไม่แอดอัด

เข็มแรก #Sinovac (สูตรไขว้พลังไพศาลของพรีเมียมเซลส์ หึหึ) 

เข็ม 3 รอบูสด้วย #Moderna ที่จ่ายเงินไปแล้ว รอบปีหน้า ในตัวจะมีวัคซีนต่างชนิดกัน 3 แบบ https://t.co/QPQVq6KQYJ",วัคซีน,เดือดร้อน,2
"มาซีซั่นนี้ฉันก็รอดอีก

#โควิด19 https://t.co/hkhauHVtzg",วัคซีน,ไม่เดือดร้อน,0
กราฟโควิดโลกกำลังกลับมาขาขึ้นอีกครั้ง​ #โควิด19วันนี้ https://t.co/Ctn91RkjfN,อื่นๆ,ไม่เดือดร้อน,0
ดูแลประชาชนที่มาฉีดวัคซีนโควิด19 เพื่อความปลอดภัยของประชาชน https://t.co/YPukAn5bF1,วัคซีน,ไม่เดือดร้อน,0
ทำไมถึงมั่นใจวัคซีนสูตรไคว้ค่ะ  คนที่อนุมัติฉีดอะไร ถามก่อน #อุทิน #ประยุทธ์ #สำนักนายก #รัฐบาลฆาตกร #รัฐบาลไทย #ควายรัฐบาล #รัฐบาลส้นตีน #Moderna #AstraZeneca #Pfizer #Thailand #โควิด19วันนี้ #ไวรัสตัวร้าย,วัคซีน,เดือดร้อน,2
"จิระ นวดเพื่อสุขภาพ
รับนวดทั้งในและนอกสถานที่
พิกัดบางบัวทอง นนทบุรี และกทม.
📌มีค่าเดินทางตามมิเตอร์
📌พนักงานฉีดวัคซีนแล้ว
⏳10.00-23.00น 
💬 jira7844
#ร้านนวดจิระ
#บางบัวทอง
#บางใหญ่
#ไทรน้อง
#แคราย
#รัตนาธิเบศร์
#เวสเกต
#สุดสายรถไฟฟ้าสายสีม่วง https://t.co/Lo0DAWUmrQ",อื่นๆ,ไม่เดือดร้อน,0
อนุทินอห บอกปีก่อนไม่มีวัคซีนเราก็ยังผ่านสถานการณ์มาได้ กุอยากให้มึงตายๆห่าไป คนที่ตายเค้าไม่ได้ผ่านมาได้แบบมึง พูดมาได้อิสัดสมองกลวง,วัคซีน,เดือดร้อน,2
"นวด2ชม. มีส่วนลดให้นะค่ะ
สำหรับลค.ที่ฉีดวัคซีนแล้ว https://t.co/0Narxo5qEH",วัคซีน,ไม่เดือดร้อน,0
"จิระ นวดเพื่อสุขภาพ
รับนวดทั้งในและนอกสถานที่
พิกัดบางบัวทอง นนทบุรี และกทม.
📌มีค่าเดินทางตามมิเตอร์
📌พนักงานฉีดวัคซีนแล้ว
⏳10.00-23.00น 
💬 jira7844
#ร้านนวดจิระ
#บางบัวทอง
#บางใหญ่
#ไทรน้อง
#แคราย
#รัตนาธิเบศร์
#เวสเกต
#สุดสายรถไฟฟ้าสายสีม่วง https://t.co/1PnBf2rvub",อื่นๆ,ไม่เดือดร้อน,0
"จิระ นวดเพื่อสุขภาพ
รับนวดทั้งในและนอกสถานที่
พิกัดบางบัวทอง นนทบุรี และกทม.
📌มีค่าเดินทางตามมิเตอร์
📌พนักงานฉีดวัคซีนแล้ว
⏳10.00-23.00น 
💬 jira7844
#ร้านนวดจิระ
#บางบัวทอง
#บางใหญ่
#ไทรน้อง
#แคราย
#รัตนาธิเบศร์
#เวสเกต
#สุดสายรถไฟฟ้าสายสีม่วง https://t.co/6O4LqEOCdn",อื่นๆ,ไม่เดือดร้อน,0
"จิระ นวดเพื่อสุขภาพ
รับนวดทั้งในและนอกสถานที่
พิกัดบางบัวทอง นนทบุรี และกทม.
📌มีค่าเดินทางตามมิเตอร์
📌พนักงานฉีดวัคซีนแล้ว
⏳10.00-23.00น 
💬 jira7844
#ร้านนวดจิระ
#บางบัวทอง
#บางใหญ่
#ไทรน้อง
#แคราย
#รัตนาธิเบศร์
#เวสเกต
#สุดสายรถไฟฟ้าสายสีม่วง https://t.co/hIG4tmd3kB",อื่นๆ,ไม่เดือดร้อน,0
สิงคโปร์ #เปิดประเทศ ต้นเดือนกันยา รับนทท.ราว15 ประเทศ ปัจจุบันจำนวนผู้ติดเชื้อ #โควิด19 กลับมาสูงบางวันถึง 5 พันคนและพบว่า 98% ของผู้ติดเชื้อ ไม่มีอาการหรืออาการน้อยนี่คือมุมดีของวัคซีนที่สิงคโปร์ฉีด mRNAครบโดสเกิน 80% ไปแล้วแต่อีกมุมคือ วัคซีนไม่ได้กันติดนะ!ตัวเลขเลขสูงอีกครั้ง,รายงานสถานการณ์,เดือดร้อน,2
หนูพร้อมไปรับวัคซีนแล้วคะขอ🍼ก่อน555 https://t.co/pIyEfviWVa,วัคซีน,ไม่เดือดร้อน,0
"“ความปลอดภัยของพนักงานและลูกค้าเป็นเรื่องสำคัญอันดับหนึ่ง” 

🌟 ไอริสอุดรธานี พนักงานได้ฉีดวัคซีนแล้วทุกคน เพื่อความปลอดภัยของพนักงานและลูกค้า
🌟 พนักงานทุกคนได้รับวัคซีนแล้วมีใบรับรองจากกระทรวงสาธารณะสุขเรียบร้อย เพื่อยืนยันว่าว่าได้รับวัคซีนครบโดสแล้ว https://t.co/3bPWpncN7P",วัคซีน,ไม่เดือดร้อน,0
โรงเรียนสมุทรสาครวิทยาลัย #เปิดเรียนOnsite เป็นวันแรก หลังปิดเรียนนานนับปีจากสถานการณ์ #โควิด19 เบื้องต้นตรวจ ATK 100% ในสัปดาห์แรก สลับกลุ่มเรียนที่โรงเรียนและออนไลน์ หลังคณะกรรมการโรคติดต่อจังหวัด เห็นชอบให้สถานศึกษา 3 แห่ง เปิดเรียนได้ 1 พ.ย.นี้ https://t.co/So5lMkObPW,รายงานสถานการณ์,ไม่เดือดร้อน,0
ดีใจเด็กหลงจะได้ฉีดวัคซีนเข็มสองล่ะ ถ้าไฟเซอร์เข็มแรกกับเข็มสองห่างกันแค่สิบกว่าวันเอง ทีนี้จะได้เข้าอัดขึ้นสเตจแบบไม่ต้องระแวงเท่ารั่ย,วัคซีน,เดือดร้อน,2
ผู้โดยสาร 43 คน #เที่ยวบินNH805 จากญี่ปุ่น เป็น #เที่ยวบินแรกของวันนี้ ของการ #เปิดประเทศ 1 พ.ย. ถึงไทยเมื่อเที่ยงคืนที่ผ่านมา ท่ามกลางมาตรการตรวจสอบและป้องกัน #โควิด19 เข้มงวด https://t.co/BckZVi9zd0 #โควิดวันนี้,รายงานสถานการณ์,ไม่เดือดร้อน,0
"ฟ มั ป็น กำลังใจ ใ ก้ พี่ๆ เสมอ นะ ครับ
วันนี้ผมชีดวัคซีนขอกำลังใจจากพี่ @aim_theerarat  @j_sindhuprai 
@ChanokMod  น้าครับสู้ๆนะครับ https://t.co/ufXvQLhIwp",อื่นๆ,ไม่เดือดร้อน,0
พาหลานมาฉีดวัคซีน💉💉 https://t.co/4Rm3QzIIpr,วัคซีน,ไม่เดือดร้อน,0
เอาจริงๆนะ กาชาดมันเกี่ยวอะไรกับการจัดสรรวัคซีนวะ,ไม่สบายใจ,ไม่เดือดร้อน,0
"สิ้นหวังกับโมเดอน่า สุดท้ายกลืนน้ำลายตัวเองไปลงทะเบียนฉีดอีวัคซีนไขว้จนได้

ยังดีเข็มสองได้ pz 🤦🏻‍♂️🤦🏻‍♂️🤦🏻‍♂️",วัคซีน,เดือดร้อน,1
"อยากตื่นเต้น​ก่อนฉีดวัคซีนครับ
#เชียงใหม่นัดเย็ด",วัคซีน,เดือดร้อน,1
"อยากตื่นเต้นก่อนฉีดวัคซีนครับ
#นัดเย็ดเชียงใหม่",วัคซีน,เดือดร้อน,1
มหากาพย์วัคซีน มธ. อย่าออกตัวแรง🤣,วัคซีน,เดือดร้อน,2
ในที่สุด!!!! ก็ได้กลับไปเรียน Hiphop สักที 🧢 ไม่ต้อง swab แต่ต้องมีใบรับรองฉีดวัคซีนเข็ม 3 # minizize # สตูเดิมน่ารักเหมือนเดิม🥰,วัคซีน,ไม่เดือดร้อน,0
อยากจองวันฉีดวัคซีนแล้ว ล็อตหน้ามาได้ยัง รีบ,วัคซีน,เดือดร้อน,1
เจสวัคซีนครบแล้วใครจะนัดทักไลน์น้าาา มีโปรดีๆ 😇😍🥰,วัคซีน,เดือดร้อน,1
ซื้อ package เรียนเต้น 1 เดือน แต่ต้อง swab จมูกทุก 7 วัน มันก็ไม่ไหวอ่ะ 😓 # เจ็บจนกลัว # ฉีดวัคซีนครบ+rebootวัคซีนแล้ว,อื่นๆ,ไม่เดือดร้อน,0
@minipigcute @Seoul_Cafe คือจ.นนทบุรี​ถ้าจะลงทะเบียนฉีดวัคซีน​ได้ จะต้องเป็นคนที่อาศัย​อยู่ใน​จ.นนท์​น่ะค่ะ เราเลยจะเซ็นต์​ให้ว่าอยู่ใน​จ.นน​น่ะค่ะ,วัคซีน,ไม่เดือดร้อน,0
ใครจองวัคซีนของมอไหม นี้จองไปวันที่ 9 😊,วัคซีน,เดือดร้อน,1
คิวรพ. วิภาจะเริ่มลงวันนัดหมายในระบบและส่งอีเมล/smsให้พรุ่งนี้​  ตอนนี้มีสองคำถาม​ คือ1.แม่ฉีดแอสตร้าเข็มสองกลางเดือนกย​ ก่อนติดโควิด​ จะฉีดได้เดือนนี้เลยหรือปีหน้า​  2.ถ้าแม่ต้องฉีดปีหน้าสามารถ​เก็บวัคซีนได้ใช่ไหม..... โทรไปถามรพ.พร​ุ่งนี้สายคงไหม้แน่ๆ🔥,วัคซีน,ไม่เดือดร้อน,0
รับงาน 1 ชั่วโมง 1 น้ำ 790 บาทรวมห้องนะคะ อวบ ผิวสีแทน อัธยาศัยดีไม่เร่งไม่รีบ เป็นกันเอง ใจเย็น ฟิวแฟนได้ ทักและนัดได้ตลอดนะคะ ฉีดวัคซีนครบ 2 เข็มแล้ว ปลอดภัย ห้องส่วนตัว สะอาด มีที่จอดรถ สนใจทักและนัดได้ตลอดนะคะ สนใจรายละเอียดเพิ่มเติม 0942646323ไลน์/โทร https://t.co/aMJoa6ytyg,อื่นๆ,ไม่เดือดร้อน,0
@wang_kitiphong @_sidt จะกลับมาเหมือนเดิมมั้ยคะ เมื่อวัคซีนหมดฤทธิ์ แบบเคยได้ยินว่าภูมที่ได้จากวัคซีนอยู่ประมาณ3-6เดือน แล้วต้องบูสกันใหม่ อยากให้อาการหายด้วย,วัคซีน,เดือดร้อน,1
"🐶 ป อ ม ผ ส ม ชิ ว า ว่ า 
น้อนปังเย็น + น้อนปังปิ้ง
✔️ อายุ2เดือน หย่านมแล้ว กินอาเม็ด เลี้ยงง่ายมาก วัคซีนเข็มแรก + ถ่ายพยาธิ (มีสมุดประจำตัว)
✔️ #ราคาจัดโปร 4900 (จาก5900 ) พร้อมย้าย กทม.ส่งฟรี / ตจว.ค่าส่งตามจริง ส่งได้ทั่วไทย
✔️ รับประกัน7วันหลังการขาย ปรึกษา สอบถามได้ตลอด https://t.co/0EHeSrwv9N",อื่นๆ,ไม่เดือดร้อน,0
เพื่อน พวกเราได้ฉีดวัคซีนปลูกฝีกันไหมครับ https://t.co/kAcGh9nL7P,วัคซีน,เดือดร้อน,1
ฉีดวัคซีนเข็มสอง  คันตามตัว    และ  หิว   กินแล้วก็หิวๆๆๆๆๆๆๆๆๆๆๆๆๆๆ,วัคซีน,ไม่เดือดร้อน,0
ไปขอบคุณเค้าด้วยที่บริจาควัคซีนให้ https://t.co/600lMIp7kl,วัคซีน,ไม่เดือดร้อน,0
วัคซีนกันตายไม่กันติด https://t.co/Jk0nxkd2pK,วัคซีน,เดือดร้อน,1
"❌❌ #ปิดการขาย_ชิสุผสมปอม_ผู้ ❌❌ #Nōv_03 
ผู้ปกครองโอนเรียบร้อย @มารับเอง 📝นัดรับ 3/11

👨‍⚕️ ตรวจสุขภาพ วัคซีน/ถ่ายพยาธิก่อนย้าย รับประกัน7วัน 

🙏ขอบคุณลูกค้าที่ไว้วางใจลูกหลานบ้านนมิ๊กวาง🙏

🐻#ขายจริง  🐶#ส่งจริง 🐼 #รีวิวเพียบ 🐶 https://t.co/9Gkaew7AEi",อื่นๆ,ไม่เดือดร้อน,0
#วัคซีนไขว้  ว่าจะไม่พุดละ คิดว่าไม่มีผลกระทบกับชีวิต แต่แล้ววันหนึ่งมันก็มีเรื่องทะเลาะกันในครอบครัว ด้วยฉันในวัยจบใหม่ หางานทำ แต่ต้องไปสอบที่ต่างๆ เเละเงื่อนไขในการสอบคือต้องฉีดวัคซีนหรือตรวจโควิด สำคัญคือค่าตรวจโควิดครั้งหนุ่งคือแพงมากกก มันมีทางเลือกเดียวคือฉีดวัคซีน,วัคซีน,เดือดร้อน,2
สิงค์ได้วัคซีนดีกว่าไทยยังพุ่ง กลัวใจเหมือนกันนะไทยแลนด์ https://t.co/HsmfwEjuB7,วัคซีน,เดือดร้อน,1
"❌❌ #ปิดการขาย_ปอมผสมป๊ก_ผู้ ❌❌ #Nōv_02 
ผู้ปกครองโอนเรียบร้อย @มารับเอง 📝นัดรับ 3/11

👨‍⚕️ ตรวจสุขภาพ วัคซีน/ถ่ายพยาธิก่อนย้าย รับประกัน7วัน 

🙏ขอบคุณลูกค้าที่ไว้วางใจลูกหลานบ้านนมิ๊กวาง🙏

🐻#ขายจริง  🐶#ส่งจริง 🐼 #รีวิวเพียบ 🐶 https://t.co/KerQLwddpu",อื่นๆ,ไม่เดือดร้อน,0
"มันน้อยค่ะ ถ้าเป็นวัคซีนเทพ แต่มันจะดูเยอะมาก ถ้าเป็นวัคซีนเซินเจิ้น จริงไหมค๊าาาพี่ยู้ท ✌🏻
https://t.co/3FwLH5lca6",วัคซีน,เดือดร้อน,1
@d8_universe อุ้ พี่แกรุ่นนี้ไม่ฉีดวัคซีนครบไปแล้วรึ,วัคซีน,เดือดร้อน,1
กุอยากจะนั่งแท็กซี่กลับรังสิตให้มันจบๆ แต่ค่ารถคือแพง ละวันนี้คือเดินเหนื่อยยยยยย เมื่อวานเพิ่งจิ้มวัคซีน วันนี้ผจญภัยเว่อ,ไม่สบายใจ,เดือดร้อน,2
"⏩ แผนที่ผู้ติดเชื้อตามภูมิลำเนาจังหวัดสงขลา วันที่ 2 พฤศจิกายน 2564

#COVID19 #โควิดวันนี้
#โควิด19 #โควิด19วันนี้
#แลบ้านแลเมือง
#PSUB #PSUBroadcast https://t.co/Q2ydXhgCuQ",รายงานสถานการณ์,ไม่เดือดร้อน,0
"📣 สถานการณ์โควิด-19 จ.สงขลา 

😷 พบผู้ป่วยในจังหวัด 401 ราย 

📌 รักษาหายกลับบ้าน 202 ราย

🖤 เสียชีวิต - ราย

#COVID19 #โควิดวันนี้
#โควิด19 
#แลบ้านแลเมือง
#PSUB #PSUBroadcast https://t.co/nxLmQidShp",รายงานสถานการณ์,ไม่เดือดร้อน,0
@chaeniewithhj ใช่ฮะต้องแสดงหลักฐานการฉีดวัคซีนด้วยครับบบ,วัคซีน,เดือดร้อน,1
กุตชกน้องที่ไปฉีดวัคซีนด้วยกันวันนี้ แม่แม่ปวดไหม นุอยากเจ็บปวดอ่ะ ไม่งั้นเหมือนมันฉีดลมให้เรานะ,วัคซีน,เดือดร้อน,1
