Sentence,types,Sentiment,levels
"ขายสิทธิ์วัคซีนโมเดอร์น่าค่ะ แพคเก็จ 2 เข็ม ราคา 3,400 บาท (เราจ่ายค่ามัดจำไป 2,400 แล้ว ต้องไปจ่ายหน้างานอีกเข็มละ 500 บาทนะคะ) คิวฉีดเข็ม 1 วันที่ 20 ธ.ค. 64 และเข็ม 2 วันที่ 17 ม.ค. 65 ใครสนใจทักแชทมาได้ค่ะ #Moderna #Vaccine #โมเดอร์น่า  #วัควีน",วัคซีน,ไม่เดือดร้อน,0
สจ อบจ อบต เทศบาล นนทบุรีคือดีจริง ไม่ใช่เฉพาะเรื่องวัคซีน สาธารณูปโภคอื่นๆก็ดูแลดี https://t.co/dtGra9F8SA,ไม่สบายใจ,ไม่เดือดร้อน,0
"Moderna - (3rd booster) vaccinated ✔️
#รีวิวโมเดอร์น่า สักนิด

หลังฉีดเจ็บแขน ส่วนมากพยาบาลบอกว่าถ้าใครฉีด AZ มา อาการคล้ายกับตอนฉีด AZ เข็มแรก ส่วน วัคซีน เชื้อตายถ้าฉีด booster เข้าไปอาจจะอาการป่วยหนักกว่า (ส่วนใหญ่นะ) ส่วนอาการป่วยดึกๆต้องดูอีกที เพราะไม่รู้คืนนี้จะตุยป่าว https://t.co/isXmhJecvs",วัคซีน,ไม่เดือดร้อน,0
"252 คนเลยนะ จะตามหมดมั้ย 
#โอมิครอน
#โอไมครอน 
#โควิดสายพันธ์ใหม่ https://t.co/Y2zgrMpnQ5",ไม่สบายใจ,เดือดร้อน,1
ครูรร.ฉันพาเด็กไปฉีดวัคซีนเข็ม2 ลอตเตอรี่เข้ามาขาย3เจ้า รุมซื้อกันทุกเจ้า 555555,วัคซีน,ไม่เดือดร้อน,0
"⏩ รายละเอียดผู้เสียชีวิตของประเทศไทย วันที่ 1 ธันวาคม 2564 จำนวน 43 ราย

🖤 จ.สงขลา เสียชีวิต 3 ราย

ขอแสดงความเสียใจกับครอบครัวผู้เสียชีวิตด้วยค่ะ

แหล่งข้อมูล : กระทรวงสาธารณสุข

#COVID19 #โควิดวันนี้
#โควิด19 #โควิด19วันนี้
#แลบ้านแลเมือง
#PSUB #PSUBroadcast https://t.co/MDqPANksjE",รายงานสถานการณ์,ไม่เดือดร้อน,0
"⏩ รายชื่อจังหวัดที่มีผู้ติดเชื้อ 10 อันดับแรก ประจำวันที่ 1 ธันวาคม 64

วันนี้ จ.สงขลา อันดับ 2‼️

❤ ขอความร่วมมือปฏิบัติตามมาตรการป้องกัน อย่างเคร่งครัดนะคะ

#COVID19 #วัคซีนโควิด
#โควิดวันนี้ #โควิด19
#แลบ้านแลเมือง
#PSUB #PSUBroadcast https://t.co/KiJSGdnA7y",รายงานสถานการณ์,ไม่เดือดร้อน,0
"⏩ รายละเอียดผู้ป่วยรายใหม่ ในพื้นที่ภาคใต้ 

ประจำวันที่ 1 ธันวาคม 2564

จ.สงขลา พบผู้ป่วยรายใหม่ จำนวน 270 ราย 

#COVID19 #วัคซีนโควิด
#โควิด19 #โควิดวันนี้
#แลบ้านแลเมือง
#PSUB #PSUBrodcast https://t.co/gd31YhSivL",รายงานสถานการณ์,ไม่เดือดร้อน,0
"@Spyzii25376 🥰กลับมารับงานกทม แล้วนะคะ ฉีดวัคซีนแล้วตัวเล็กขาวสวยงานดีราคาเบาๆสาวสองทำนม ไม่แปลง #สาวสองรับงานลาดพร้าว
#สาวสองคอลเสียว #รับงานบางกะปิ #รับง่นรามอินทรา #รับคอลเสียว #รับงานลาดพร้าว
 #รับงานรามคำแหง
#สาวสองรับงานรามคำแหง
สนใจแอดไล   spyza69 https://t.co/aisXnTIFUy",อื่นๆ,ไม่เดือดร้อน,0
@minnions2021 วัคซีนเทพทูลหัวของสามกีบ .. ศึกนี้ ดูท่าจะยาวนาน #โควิดพาณิชย์,วัคซีน,ไม่เดือดร้อน,0
เจอเหตุผลนึงใน fb ที่ยอมไม่ฉีดวัคซีนทุกแบรนด์เพราะจะรอให้ปลอดภัย 100% เท่านั้น อยากคอมเมนต์ว่ารอจนตายก็ไม่ได้ฉีดหรอก วัคซีนแบบนั้นมีในโลกที่ไหนกัน,วัคซีน,เดือดร้อน,2
อ่านก่อนทัก​*หมอนวดยังไม่ได้ฉีดวัคซีน*ถ้ากลัวโควิด19​ อย่าทักมา​ นวดลูกค้าชายอายุ​20-55ปี​ และนำ้หนักไม่เกิน90กก.​ ไม่รับนวดนอกสถานที่​ ไม่มีนาบ​ ราคา750บาท ไว้นวดสำหรับคนที่ต้องการนวดบำบัดฟื้นฟูสุขภาพ​เท่านั้น​ ทักจองล่วงหน้าก่อน1-2ชม.​ ถ้าทักไลน์ตอบช้าโทร063-1090549​ #นวดลำพูน https://t.co/v4JP8IS7Ng,วัคซีน,ไม่เดือดร้อน,0
@30wednesmay เค้าฉีดวันเสาร์ เลือกได้ /วันอาทิตย์เลือกไม่ได้ มีแต่ไฟเซอร์ /วันจันทร์ วันอังคาร เลือกได้ เปลี่ยนทุกวันตามวัคซีนที่มี,วัคซีน,ไม่เดือดร้อน,0
เมื่อวานไปฉีดวัคซีน แล้วยืนต่อแถวแบบกลางแดด ยายที่ยืนอยู่ข้างหน้าเค้ามีร่ม ยายบอกว่า “เข้ามายืนในร่มลูก มันร้อน เสียดายผิว” กี้ดด🥺 https://t.co/RI6GEE426M,วัคซีน,ไม่เดือดร้อน,0
อยุ่นี่ๆๆนะคาบมาฉีดวัคซีนกันคาบบบ https://t.co/6rCTkUDmuJ,วัคซีน,ไม่เดือดร้อน,0
"รับงานพิกัดปลวกแดงค่ะ 😽💖
วัคซีนแล้ว 2 เข็มค่า 

ไลน์ Nanniiebunny 
โทร 0964607299 
#รับงานปลวกแดง
#ไซด์ไลน์ปลวกแดง 
#บ่อวิน #มาบยางพร #ตลาดลุงอ้วน #สะพานสี่ #หนองก้างปลา #ปลวกแดง #ckปลวกแดง #นัดเย็ดปลวกแดง #มาบตาพุต #ขายตัวปลวกแดง https://t.co/TE9PObF4yY",อื่นๆ,ไม่เดือดร้อน,0
Hello December !!! มีไผ๋หน่ายอิ #โควิดตัวร้าย นี่ก่ 😖😖😖 มาเป็นประจำทุกเทศกาล ยิ่ง #เดือนสิ้นปี นี้ชอบจริงจริง ได้แต่ลุ้นว่าปีหน้าจะมียารักษา หรือวัคซีนให้เลือกฉีดได้เองมากกว่านี้เน้อ 😁😖😁 #hellodecember #bysakao https://t.co/zZ5eF64pfP,วัคซีน,ไม่เดือดร้อน,0
ขอเปิดเดือนธันวาด้วยการบริจาคเลือด หลังจากรับวัคซีนครบถ้วนถอนฟันเรียบร้อย ร่างกายพร้อมเจาะ เพิ่งรู้ว่าก่อนบริจาค3วันควรงดคอลลาเจน ขมิ้นชันเพราะมีผลกับการสร้างเกล็ดเลือด วันนี้เลยบริจาคได้แค่ถุงเล็ก ครั้งหน้าเตรียมตัวใหม่ 🙏 #BloodDonation https://t.co/OW4yy4uoxu,วัคซีน,ไม่เดือดร้อน,0
"คือ งง ระหว่างลูกรักลูกชัง
เราไปฉีดวัคซีนเข็มสอง15พ.ย
ขึ้นจากเกี่ยวข้าวหลังฉีดมาก็เกี่ยวข้าวต่อเลย(ลูกชัง)
::ต่างกันกับลูกรักไปฉีดวัคซีน29พ.ย เกี่ยวข้าวเสร็จแล้ว
ใช้ทำอะไรไม่ได้สักอย่าง ยายและแม่สวนกลับตลอดน้องไปฉีดวัคซีนมา เดี๋ยวเป็นไข้(แค่ใช้ให้ล้างชาม)
ได้แต่มองบนทีเราล่ะ",วัคซีน,เดือดร้อน,2
มาฉีดวัคซีน MDN จะรอดไหม😅หวั่นๆ,วัคซีน,ไม่เดือดร้อน,0
ฉีดวัคซีนคนเยอะมาก พระเจ้า!! Prifzer #นครสวรรค์ #prifzer #ฉีดวัคซีน,วัคซีน,เดือดร้อน,1
ฝากลูกๆ หลานๆ เตือนคุณพ่อคุณแม่ หรือปู่ย่าตายาย ที่รวมกลุ่มออกมาเที่ยวกัน ฉีดวัคซีนแล้วก็ยังต้องใส่หน้ากากนะ กบุ่มที่มาด้วยกันปลอดภัย แต่กลุ่มอื่นที่เจอจะมั่นใจได้อย่างไร อดทนอีกนิด รอเปิดหน้ากากพร้อมกันทั่วโลกดีกว่า,ไม่สบายใจ,ไม่เดือดร้อน,0
บางทีก็มาช้า ใครยังไม่ฉีดวัคซีนมาได้เลยครับ https://t.co/2DdgLm7UKX,วัคซีน,ไม่เดือดร้อน,0
"เริ่มต้นเดือนดีๆ กับวัคซีน PZ เข็มสาม เลขสวยพอจะซื้อลอตเตอรี่ได้ป่ะ
#DecemberWish https://t.co/yTgX2qLT3t",วัคซีน,ไม่เดือดร้อน,0
"มาฉีดวัคซีนเข็ม 3 ที่สถานีกลางบางซื่อลงทะเบียนกับค่ายมือถือ จอดรถใต้อาคาร คนไม่เยอะ แต่นั่งรอฉีดแป๊บนึง ไวมาก ๆ วันนี้ PZ ประตู 1,2 MDN ประตู 3,4 ในที่สุดชั้นก็ได้เป็นไฟเส้อเกิล ผลบุญวัคซีนใกล้หมดอายุ https://t.co/xYggTF4vAJ",วัคซีน,ไม่เดือดร้อน,0
รีวิวการฉีดวัคซีนนนท์พร้อม Central Westgate คนมาเยอะ รับคิวที่ตึกจอดรถ flow ไหลลื่น ระบบดี รวดเร็ว มีเจ้าหน้าที่ประกาศชวนให้ฮึกเหิมมาก “วันนี้เรามีแต่ Pfizer Moderna” 😂 https://t.co/H71mCNlmUz,วัคซีน,ไม่เดือดร้อน,0
เอาล่ะมาลุ้นกัน ฉีดวัคซีนเสดล่ะ จะร่วงไหม,วัคซีน,เดือดร้อน,1
"สถานการณ์ #โควิด19 ในเกาหลีใต้ 1 ธ.ค. 2564 พบผู้ติดเชื้อรายใหม่เพิ่มขึ้นอีก 5,266 ราย

สถิติผู้ติดเชื้อเพิ่มสูงสุดขึ้นทุกวัน ยืนยันมีผู้ติดเชื้อสายพันธุ์ omicron 5 แล้วคน

ยังไงก็รักษาสุขภาพกันด้วยนะคะ😥
 https://t.co/PSDBEZ1cXN https://t.co/klVgb44KJS",รายงานสถานการณ์,ไม่เดือดร้อน,0
นวดนาบฟิวเพื่อน​ฟิว​แฟน​ไม่​เร่งรีบ​บริการ​เป็นกันเอง​ค่ะ​ฉีดวัคซีน​4เข็ม​แล้ว​ค่ะ​สะอาด​ปลอดภัย​เลีย​น้องสาว​ได้​สะอาด​กลิ่นหอม​ค่ะ​ไร้กังวล​อม​ลึก​สุด​ซอ​ย​รับ​คอล​เสียว​รับ​งาน​ที่​ห้อง​ส่วนตัว​สะอาด​ปลอดภัย​มี​ที่จอดรถ​สะดวก​สบาย​นะ​ค่ะ​ลาดพร้าว​130 https://t.co/gzE4091z49,วัคซีน,ไม่เดือดร้อน,0
"รับงานพิกัดปลวกแดงค่ะ 😽💖
วัคซีนแล้ว 2 เข็มค่า 

ไลน์ Nanniiebunny 
โทร 0964607299 
#รับงานปลวกแดง
#ไซด์ไลน์ปลวกแดง 
#บ่อวิน #มาบยางพร #ตลาดลุงอ้วน #สะพานสี่ #หนองก้างปลา #ปลวกแดง #ckปลวกแดง #นัดเย็ดปลวกแดง #มาบตาพุต #ขายตัวปลวกแดง https://t.co/GZymex6jVt",อื่นๆ,ไม่เดือดร้อน,0
"#รับงานราชบุรี
ว่างพร้อมรับงาน
💉วัคซีนครบค่ะ 
💥โปรรวมห้อง+ถุง
สนใจทัก 🆔️penneung0501",วัคซีน,ไม่เดือดร้อน,0
ฝรั่งเศสพบผู้ติดเชื้อไวรัสโคโรนากลายพันธุ์ #โอมิครอน รายแรกบนแผ่นดินใหญ่ หวั่นกลายเป็นสายพันธุ์หลักที่ระบาดทั่วประเทศในสิ้นเดือน ม.ค.ปีหน้า และอินเดียพบผู้ติดเชื้อสายพันธุ์ใหม่ 2 รายแรก https://t.co/7EMNumWKIA,รายงานสถานการณ์,ไม่เดือดร้อน,0
อีกอย่างคือโอนสิทธิวัคซีนให้เพื่อน แต่รพ.เสือกเอาโค้ดไปใส่เปนชื่อนี่ ก็คือตอนนี้มีใบนัดวัคซีน3ใบ เพื่ออะไรก่อน,วัคซีน,เดือดร้อน,1
"ขายสิทธิ์วัคซีนโมเดอร์น่า 2 เข็ม ลำดับคิวที่ 156,653 จาก3,300 ลดเหลือ 3,000 รวมค่าบริการ ฉีดวันที่ 6-20 ธ.ค และเลือกรพ.ได้เองในเครือธนบุรี (THG) โอนสิทธ์ให้ได้วันที่ 3-4 ธ.ค สนใจติดต่อ line : orachaporn2506 #ขายสิทธิ์moderna #ขายสิทธิ์โมเดอร์นา #ขายสิทธิ์โมเดอร์น่า #โมเดอร์น่า https://t.co/JIa5WOAysS",วัคซีน,ไม่เดือดร้อน,0
"ฉีดวัคซีนมาไข้เย้ย มาดูแลหน่อย🤗
#หล่มสัก #เพชรบูรณ์ https://t.co/RoIvp7Mtnd",วัคซีน,ไม่เดือดร้อน,0
"💖🌸 ส่งต่อวัคซีน Moderna เครือ THG 🌸💖
เชียงใหม่ รพ.ลานนาค่ะ 

ลำดับ 165,xxx / 173,xxx
2 สิทธิ์ สิทธิ์ละ 2 เข็มค่ะ

ลำดับคิวให้บริการฉีดวัคซีนรอบนี้
วันที่ 6 - 20 ธันวาคม 2564

#โมเดอร์น่า #โมเดอน่าTHG",วัคซีน,ไม่เดือดร้อน,0
"องค์การอนามัยโลกเตือน!! 
กลุ่มผู้สูงอายุเป็นกลุ่มเปราะบางควรงดเดินทาง.. โดยเฉพาะผู้ที่มีโรคประจำตัวเพื่อหลีกเลี่ยงการสัมผัสโควิดสายพันธุ์ ""โอไมครอน""

ขอให้เราไม่ลืม ""สวมแมสก์ เว้นระยะห่าง ล้างมือ ไม่ลืมรับวัคซีน""

#VUCA #COVID19 #โควิด19 #โอไมครอน  #กรมควบคุมโรค https://t.co/BBUodBJ9LY",อื่นๆ,ไม่เดือดร้อน,0
@KhaosodOnline รัฐให้วัคซีนห่วยแตกกับประชาชน แต่วัคซีนที่ดีที่สุดหมาเสือกคาบไปแดก,วัคซีน,เดือดร้อน,2
ในที่สุดก็ได้เจอกันสักที ต่อให้จะปวดแขนจนยกไม่ขึ้นจากวัคซีนก็ตามที... #PupeBNK48 https://t.co/deAEhzXPOe,อื่นๆ,ไม่เดือดร้อน,0
ไปๆมาๆ ได้ฉีดวัคซีนคนสิบเข็มแน่ค่ะ,วัคซีน,เดือดร้อน,1
"รับงานพิกัดปลวกแดงค่ะ 😽💖
วัคซีนแล้ว 2 เข็มค่า 

ไลน์ Nanniiebunny 
โทร 0964607299 
#รับงานปลวกแดง
#ไซด์ไลน์ปลวกแดง 
#บ่อวิน #มาบยางพร #ตลาดลุงอ้วน #สะพานสี่ #หนองก้างปลา #ปลวกแดง #ckปลวกแดง #นัดเย็ดปลวกแดง #มาบตาพุต #ขายตัวปลวกแดง https://t.co/Z9GHjtXw9M",อื่นๆ,ไม่เดือดร้อน,0
"🧃Hello My Thursday🧃
😘9:40😘ฝนพรำ 
ทำชั้นเปียกแฉะ แฮะๆ😘😂
😊เลือกของไม่ทันเสร็จ
คุณประคองศรี ฉีดวัคซีน
เสร็จล่ะ555+++°•°
ไว้ค่อยมาใหม่โอกาสหน้าครัช😘
💕💫ปล.วันช้อปปิ้งเดย์ อิอิ💫💕
#มายสไตล์ออนมายเวย์
#เซย์ไฮวิถีแม่หมอใบปลิว
#เซย์ไฮวิถีแม่หมอสายติสชีวิตมีดีไซด์ https://t.co/rv634RKy87",อื่นๆ,ไม่เดือดร้อน,0
"รีวิววัคซีนไฟเซอร์  สำหรับร่างกายเรา ก็มีไข้ต่ำมากกก ปวดตรงจุดที่ฉีด 
ผลข้างเคียงมีแค่นี้ไม่อันตรายมากสำหรับร่างกายพลอย",วัคซีน,ไม่เดือดร้อน,0
บางทีเฮียก็ไม่เข้าใจตลาดหุ้น มากลัวโควิดกันในวันที่ตัวเลขติดเชื้อและตัวเลขเสียชีวิตน้อยลงมาก วัคซีนก็เหลือฉีดกันสมใจอยาก มองข้ามปัจจุบันอันดีงาม ไปกลัวเรื่องที่ยังไม่เกิดขึ้นในอนาคต https://t.co/8tn1WVi93J,ไม่สบายใจ,เดือดร้อน,2
"😰😥ไม่นาน​เกิน​รอ​ 🥴
ละลอกใหม่​ 😲 มา​แน่ 😩
#COVID19 #covid_19 #OmicronVarient #Omicron #Thailand #โควิด19 https://t.co/wdCuVWKdLP",อื่นๆ,ไม่เดือดร้อน,0
"โอเคร  เตรียมชิบหาย 
พี่ที่ทำงานใน รพ.บอกมา สู้ๆนะครับทุกคน #โควิดวันนี้ #โอไมครอน https://t.co/KofLpVEKEV",อื่นๆ,ไม่เดือดร้อน,0
"⏩ รายละเอียดผู้เสียชีวิตของประเทศไทย วันที่ 2 ธันวาคม 2564 จำนวน 33 ราย

ขอแสดงความเสียใจกับครอบครัวผู้เสียชีวิตด้วยค่ะ

แหล่งข้อมูล : กระทรวงสาธารณสุข

#COVID19 #โควิดวันนี้
#โควิด19 #โควิด19วันนี้
#แลบ้านแลเมือง
#PSUB #PSUBroadcast https://t.co/GaBGuIISWw",รายงานสถานการณ์,ไม่เดือดร้อน,0
"⏩ รายชื่อจังหวัดที่มีผู้ติดเชื้อ 10 อันดับแรก ประจำวันที่ 2 ธันวาคม 64

วันนี้ จ.สงขลา อันดับ 3‼️

❤ ขอความร่วมมือปฏิบัติตามมาตรการป้องกัน อย่างเคร่งครัดนะคะ

#COVID19 #วัคซีนโควิด
#โควิดวันนี้ #โควิด19
#แลบ้านแลเมือง
#PSUB #PSUBroadcast https://t.co/fTwmrNvtyT",รายงานสถานการณ์,ไม่เดือดร้อน,0
"⏩ รายละเอียดผู้ป่วยรายใหม่ ในพื้นที่ภาคใต้ 

ประจำวันที่ 2 ธันวาคม 2564

จ.สงขลา พบผู้ป่วยรายใหม่ จำนวน 302 ราย 

#COVID19 #วัคซีนโควิด
#โควิด19 #โควิดวันนี้
#แลบ้านแลเมือง
#PSUB #PSUBrodcast https://t.co/hN0X8KEUBz",รายงานสถานการณ์,ไม่เดือดร้อน,0
โมเดอน่าเข็มแรกตอนเดือนสุดท้ายของปี สักที มีวัคซีนในตัวสักที,วัคซีน,เดือดร้อน,2
"@excN4FHxFxqe7LY ไปได้น้าา เราไปในที่ที่คนไม่พลุกพล่าน ไม่ไปแหล่งอโคจร บางที่จะให้เราโชว์ว่าฉีดวัคซีนแล้ว บางที่ให้เรากรอกประวัติเกี่ยวกับโควิดในเครือข่ายของเค้าน่ะ จะได้สบายใจทั้ง2ฝ่าย #เที่ยวทั่วไทย 
กลางเดือนนี้มี๊จะไปลำปาง เชียงใหม่ เชียงรายจร้าา",ไม่สบายใจ,เดือดร้อน,1
"ฮุก31 รถscot 
วันที่ 2 ธันวาคม 2564
รับผู้ป่วยcovid(Positive)
จาก บ.หนองตาคง อ.เมือง โคราช ส่ง รพ.มหาราช
#โควิด19 
#โควิด19เราต้องรอด 
#ฮุก31 https://t.co/sM4mlMe2hn",รายงานสถานการณ์,ไม่เดือดร้อน,0
"รับงานพิกัดปลวกแดงค่ะ 😽💖
วัคซีนแล้ว 2 เข็มค่า 

ไลน์ Nanniiebunny 
โทร 0964607299 
#รับงานปลวกแดง
#ไซด์ไลน์ปลวกแดง 
#บ่อวิน #มาบยางพร #ตลาดลุงอ้วน #สะพานสี่ #หนองก้างปลา #ปลวกแดง #ckปลวกแดง #นัดเย็ดปลวกแดง #มาบตาพุต #ขายตัวปลวกแดง https://t.co/8oEMSklrkl",อื่นๆ,ไม่เดือดร้อน,0
ขายวัคซีน Moderna ซื้อได้ทั้งfull dose และ Booster จ้า ถึงคิวฉีดแล้ว ขายเท่าทุน ไม่บวกเพิ่ม สนใจDM มาได้เลยค้าบ 💜#THG #modernaTHG #Moderna https://t.co/bMRAy7KR39,วัคซีน,ไม่เดือดร้อน,0
"📣📢ขออนุญาต ปชสพ. ค่ะ

💉💉💉เปิดฉีดวัคซีนเข็มกระตุ้น เข็มที่ 3 สำหรับประชาชน
ที่ฉีดวัคซีน สูตร AA - AstraZeneca - AstraZeneca (แอสตร้าเซเนก้า )
ครบ 2 เข็ม 
โดยได้รับเข็มที่ 2 ก่อนวันที่ 31 ก.ค. 64 จากทุกศูนย์ฉีด และ ยังไม่เคยได้รับวัคซีนเข็ม 3 จากที่อื่นมาก่อน

📲เริ่ม ลทบ. วัน https://t.co/sTEuqt07zZ",วัคซีน,ไม่เดือดร้อน,0
"วันนี้ว่างทั้งวัน  มาหาหนูหน่อย 😙
📌 ฉีดวัคซีนครบ 2 เข็มแล้ว 📌

1500 / 1 น้ำ / 1 ชม. 
ห้องคอนโดฟรี + ถุงยางฟรี 
💓 หญิงแท้ สูง168 นน54 💓

#รับงานเตาปูน 
#รับงานบางซื่อ 
#รับงานประชาชื่น 
#รับงานบางโพ 
#รับงานพระราม7 
#รับงานกทม 
#รับงานนนทบุรี https://t.co/ALD1YtWHa3",อื่นๆ,ไม่เดือดร้อน,0
"@untit1e_d ยัง​ไม่​เห็นข่าวเลยนะ​ ผมตามข่าวโควิด​ ตั้งแต่เช้าละ.... อยากเปน​คนแรกๆที่รุ้​ว่า​ โอไมครอน​ เข้าไทยแล้ว​ 😲
#COVID19 #covid_19 #OmicronVarient #Omicron #Thailand #โควิด19",ความเป็นอยู่,เดือดร้อน,1
"😲 พี่​เวียด  ยังได้อีกคับ​ 😯
#COVID19 #covid_19 #OmicronVarient #Omicron #Thailand #โควิด19 https://t.co/XAExfaIgxE",อื่นๆ,ไม่เดือดร้อน,0
