Sentence,types,Sentiment,levels
ที่บอกว่า วัคซีนจีน ป้องกันโควิทไม่ได้ แต่ปัองกัน วัคซีน ตะวันตก ได้ น่าจะจริง #โมเดอร์นา,วัคซีน,เดือดร้อน,2
ถึงเวลาเปิดสัญญาแล้ว  ไร้เครดิต #โมเดอร์นา,วัคซีน,เดือดร้อน,1
"เวลาผู้ชายพกกล่องใส่อาหาร มันก็จะเป็นแบบนี้

#GreeneryChallenge #คิดไม่ถุง #ขวดเดียวแก้วเดิม #โควิด19 

*เคยลงภาพนี้ไว้ 2 ปีแล้ว เห็นแล้วอยากให้เรากลับมาใช้ชีวิตได้ปกติเร็วๆ ไม่ได้ไปไหนเลย 😂 https://t.co/QyERrQixRB",อื่นๆ,ไม่เดือดร้อน,0
เจ้าพระยา โควิด https://t.co/N7EGVyiNeH,อื่นๆ,ไม่เดือดร้อน,0
"@Offchainon ซิโนแวค ของ
ประเทศจีน
เห็นควบคุม
โควิด  ได้ดี
เพราะอะไร
จีน ประชาชน
มีวินัยสูง
อยากรู้ข่าว
สถานการณ์
โควืดในจีน
ประชากรเกิน
พันล้าน แต่เข้ม
งวดมาก ทั้งเป็น
มหาอำนาจด้วย
ปัจจุบันจีนเจริญ
มากในเทคโนโลยี
สุขภาพประชาชน
แข็งแรง",วัคซีน,ไม่เดือดร้อน,0
"คนที่พูดว่าชอบโควิดนี่จิตใจทำด้วยอะไรวะ
คิดแค่ตัวเองคนเดียวมากๆ ว่าได้อยู่กะครอบครัว ต่อให้ไม่ทำงาน ก็มีกินไม่อดตาย
แต่คนที่ต้องทำงานอะ หรือ คนที่ต้องเสียคนที่รักไปเพราะโควิดอะ ไม่คิดเลยเหรอ แย่มาก",ไม่สบายใจ,เดือดร้อน,2
มิก บรม สมกะเป็นสลิ่ม พูดมาได้ไง ชอบโควิด เพราะได้อยู่กับครอบครัว โหหหหหหห ตัวเองขายปูไข่ดอง ก็ให้ลูกน้องทำไง ตัวเองก็ได้ตังค์ สุดยอดความสลิ่ม,ความเป็นอยู่,ไม่เดือดร้อน,0
พอมองย้อนกลับไปเมื่อวันแรกที่เข้ารพ.รักษาอีโควิด พร้อมกับเอาคอมแบกมาทำงานด้วย เพราะคนในทีมบอกจะสิ้นเดือนแล้วกลัวไม่ทัน ปิดงบปี กูทำมันได้ไงวะ กูผ่านมาได้ไง วัดออกซิเจนไปพร้อมนั่งทำงาน เหนื่อยสัส,ไม่สบายใจ,เดือดร้อน,2
แล้วโควิดก็ไปรุนแรงที่ต่างจังหวัดแทน,ไม่สบายใจ,เดือดร้อน,1
เออ บ้านอะ อยู่ห่างจากหมู่บ้านเกือบสองกิโลเลยนะ อยู่กลางป่าแบบซ้ายเป็นสวนปาล์ม ขวาเป็นป่ายูคาฯ ตรงข้ามเป็นไร่มันสำปะหลังเลย แล้วอยู่มาเกือบเดือนจนเมื่อวานอะ อ้าวโควิดมาเคาะประตูบ้านเฉย...🥺,ไม่สบายใจ,เดือดร้อน,1
ขอร้องเลยโควิดปล่อยคนไทยไปเถอะ https://t.co/d40dTn12Tj,ไม่สบายใจ,ไม่เดือดร้อน,0
"งานตกแต่งภายใน
ร้าน​ Koff &amp;​ Bun.
ร้านสวย..กาแฟอร่อย
ถนนกัลปพฤกษ์
ธุรกิจ​ครอบครัว
โชคดียังมีงาน
ในช่วงโควิดนี้😆 https://t.co/l3eBqGYCi9",อื่นๆ,ไม่เดือดร้อน,0
เดินสบาย ไร้กังวล เดินอยู่คนเดียว ถ้าติดโควิดก็คงติดจากสายลมแสงแดดและ 🤣 https://t.co/QBt7bOGKm1,อื่นๆ,ไม่เดือดร้อน,0
@daxiongpre อุแงๆๆๆ หมดช่วงโควิดก็มาเท่วได้นะคะ 😂👍💖💖💖,อื่นๆ,ไม่เดือดร้อน,0
ถ้าไม่มีโควิด ก็คงได้ไปดูมิวสิคัลมินซอกแล้วอ่ะ  https://t.co/MggEulFpwh,ไม่สบายใจ,เดือดร้อน,1
ไหนว่าเดือนตุลา #โมเดอร์นา #โหนกระเเส https://t.co/FyLGWbjzyO,วัคซีน,ไม่เดือดร้อน,0
ไอ้ส้นตีนเอ้ย อห.  กูรอกันมาเป็นเดือนๆ เลื่อนหาพ่อหาแม่ไรมึงนักหนา ไอ้ควาย เงินก็เงินกู ทำหน้าที่เหี้ยนี้ ก็ออกๆไปเถอะ หน้าด้านอยู่อยู่ได้ ตายไปมึงจะได้เกิดมั้ยกูขอถามหน่อย ไม่ไหวแล้วนะ มันเกินไป เงินกูก็จ่ายตรงเวลา ทำไมของมาไม่ตรงบ้าง ดอกทง คืนเงินมาเถอะงี่ #โมเดอร์นา https://t.co/L5HGWClMNe,ไม่สบายใจ,เดือดร้อน,1
"BREAKING : ผู้ว่าฯ จ.นครศรีธรรมราช ""ประกาศปิด"" อำเภอเมืองนครศรีธรรมราชเป็นการชั่วคราว 

เพื่อควบคุมการระบาดของโควิด-19 มีผลตั้งแต่ 2 ตุลาคมนี้ เป็นต้นไป

ให้เพิ่มโรงพยาบาลสนาม และศูนย์พักคอย รวมถึง งดหรือหลีกเลี่ยงการเดินทางเข้ามาในพื้นที่มีการแพร่ระบาด

https://t.co/HiWZZOaWro https://t.co/iiy2lTcfCX",รายงานสถานการณ์,ไม่เดือดร้อน,0
@Bastards_Bast 5555 ใช่ มีแต่ภาษาไทยในช่องเเชท แถม ทวิตเตอร์ไทยก็ติดเทรนมาหลายวันละ 😁 สักวันนร้า ขอสักวัน โควิดหาย Treasure ต้องมาไทยแล้วม๊ะ? อิอิ 😉😄,ไม่สบายใจ,ไม่เดือดร้อน,0
ไร้ซึ่งเครดิต ทั้งบริษัท และ รบ. #โมเดอร์นา,วัคซีน,เดือดร้อน,2
ประกาศวันที่ 1 ตค. ทั้งๆที่ควรรู้มาก่อนหน้านั้น อยากระบาย ของจีน ว่างั้น SV 6 ล้าน เดือนนี้ #โมเดอร์นา,วัคซีน,เดือดร้อน,2
ไหนบอกเดือนนี้?รอมาตั้งกี่เดือน รอแล้วรอเล่า รอจนใครๆเขาฉีดเข็ม2เข็ม3แล้ว เงินก่จ่ายเอง เลื่อนแบบนี้ก้ไม่ไหวนะ เห้อ!! #โมเดอร์นา https://t.co/K4XlLWUio7,วัคซีน,เดือดร้อน,1
"@Offchainon อ้าว นครศรีธรรมราช
โควิด  มา อีก",ไม่สบายใจ,เดือดร้อน,1
"⏩แผนที่ผู้ติดเชื้อตามภูมิลำเนาจังหวัดสงขลา วันที่ 1 ตุลาคม 2564

#โมเดอร์นา
#COVID19 #วัคซีนโควิด19
#โควิด19 #โควิดวันนี้
#แลบ้านแลเมือง
#PSUB #PSUBroadcast https://t.co/IPaRmav7mp",รายงานสถานการณ์,ไม่เดือดร้อน,0
"กูต่อให้เลย เลื่อนได้เลื่อนไป ไปให้ถึงธันวาอ่ะ แล้วถ้าธันวากูยังไม่ได้ฉีดอีก ให้ตายยังไง #THG ก็ต้องคืนเงินค่ะ กูจะไปฉีดที่อื่น

#โมเดอร์นา",วัคซีน,เดือดร้อน,1
มาตรการ​ป้องกัน​การ​แพร่ระบาด​โควิด-19​ ในงานประเพณี​ถือศีล​-กินผักของจังห​วัด​พังงา​ ปี2564 https://t.co/lP3phHA4wk,ความเป็นอยู่,ไม่เดือดร้อน,0
คืนเงินไหมธนบุรี เสียเวลากู #โมเดอร์นา,วัคซีน,เดือดร้อน,1
สรุปคือโดนเลื่อนถูกป่ะ กุจะได้จองตั๋วไปฉีดตปท. #โมเดอร์นา,วัคซีน,เดือดร้อน,1
คืนเงินเหอะ ไม่ไหวจะรอแล้ว พอถึงเดือนหน้าก็เลื่อนอีก ชัวร์!!! 😡😡😡 #โมเดอร์นา #Moderna https://t.co/1MvJSjBYFn,วัคซีน,เดือดร้อน,1
มาตรการ​ป้องกัน​การ​แพร่ระบาด​โควิด-19​ เทศกาลวันสารทเดือนสิบของจังห​วัด​พังงา https://t.co/Hni5aHTYlP,ความเป็นอยู่,ไม่เดือดร้อน,0
"@superLungtoo20 %  คนหายป่วย
จากโควิดสูง
และ ประชากร
ประมาณ 70 ล้าน
มีประมาณหนึ่งแสน
คนที่รัฐกำลังรักษา
หลายจังหวัดอนุญาต
ให้ประชาชนใช้ชีวิต
อิสระ  ขนาดให้ฟัง
เพลงได้ นักดนตรี
5 ท่าน ต้องปิดหน้า
กากอนามัย  เป็นต้น
บางจังหวัด คนติดโควิด
มีไม่ถึง 10  คน  รัฐ
พยายามให้สถานการณ์
พร้อมเปิดประเทศ",การรักษา,เดือดร้อน,2
"ตบหัวคนบอกเอ็นดู ตบหัวหมาเสียค่าปรับ เหี้ยอะไรของประเทศส้นตีนนี่วะ
#โมเดอร์นา https://t.co/sAyRbbd3a5",วัคซีน,เดือดร้อน,1
มันจะเป็นคำฮิต ถ้าโควิดซา เพราะอยากกอดมากเลย #กอดทีMV,ไม่สบายใจ,เดือดร้อน,1
และคือในเพลงใหม่พี่ไบร์ทคือ อืออหืออออ สปอยในเนื้อหาคั่นกูเดอะมูฟวี่เต็มเลยจ่ะ55555555555 และคือความจริงความเพลงกอดทีควรปล่อยช่วงเม.ยแต่ดันติดช่วงโควิดก็เลยมาปล่อยช่วงต.คเฉยยย,อื่นๆ,ไม่เดือดร้อน,0
"⏩ รายละเอียดผู้เสียชีวิตของประเทศไทย วันที่ 1 ตุลาคม 2564 จำนวน 123 ราย

🖤 จ.สงขลา เสียชีวิต 3 ราย

ขอแสดงความเสียใจกับครอบครัวผู้เสียชีวิตด้วยค่ะ

แหล่งข้อมูล : กระทรวงสาธารณสุข

#COVID19 #โควิดวันนี้
#โควิด19 #โมเดอร์นา
#แลบ้านแลเมือง
#PSUB #PSUBroadcast https://t.co/hoZCBzoDX7",รายงานสถานการณ์,ไม่เดือดร้อน,0
"⏩ รายชื่อจังหวัดที่มีผู้ติดเชื้อ 10 อันดับแรก ประจำวันที่ 1 ต.ค. 64

📌 วันนี้ จ.สงขลา ติดอยู่ใน 10 อันดับแรก 

❤ ขอความร่วมมือปฏิบัติตามมาตรการป้องกัน อย่างเคร่งครัดนะคะ

#COVID19 #โมเดอร์นา
#โควิดวันนี้ #โควิด19
#แลบ้านแลเมือง
#PSUB #PSUBroadcast https://t.co/sLGrpog48G",รายงานสถานการณ์,ไม่เดือดร้อน,0
"⏩ รายละเอียดผู้ป่วยรายใหม่ ในพื้นที่ภาคใต้ 

📌 ประจำวันที่ 1 ตุลาคม 2564

😷 จ.สงขลา พบผู้ป่วยรายใหม่ จำนวน 451 ราย ‼️

#COVID19 #โมเดอร์นา
#โควิด19 #โควิดวันนี้
#แลบ้านแลเมือง
#PSUB #PSUBroadcast https://t.co/nkTjsHhJPZ",รายงานสถานการณ์,ไม่เดือดร้อน,0
"@TNAMCOT เห็นทุกข์ชัดเจน
เห็นการทำงาน
ของผู้รับผิดชอบ
ปีนี้ภัยธรรมชาติ
เกิดหลายแห่ง
ในโลก  โควิด 19
เป็นทั้งโลก",ความเป็นอยู่,เดือดร้อน,1
"เข้าใจค่ะบางทีเรื่องของมารยาท
และการให้เกียรติคนก็สอนกันยาก

#หวยงวดนี้ #สวดมนต์ไล่ประยุทธ์ #โมเดอร์นา #โควิดวันนี้ https://t.co/73FD1lZAB0",อื่นๆ,เดือดร้อน,1
"มาค่ะทุกคนช่วยกัน #โมเดอร์นา 

https://t.co/6pKkiOTLy4",วัคซีน,เดือดร้อน,1
แหะๆ เปงห้ามชุมนุมเลยดิ #แก้วอเมซอน #หวยงวดนี้  #โมเดอร์นา #โมเดอร์น่า https://t.co/raddrt5A7j,อื่นๆ,ไม่เดือดร้อน,0
"สวัสดีจ้า พี่ๆทุกท่าน ท่านใดเลื่อน เจอ ทวิตนี้ แวะอุดหนุน กระเป๋า จากครอบครัว พลายออมทรัพย์น้องชมพู่ด้วยนะคะ ใบละ89 บาท ค่าส่ง 45 เพื่อเป็นทุนชื้ออาหารให้น้องช้าง ในช่วงโควิด จ้า
#วิกฤตช้างไทย #ช่วยช้างไทย
https://t.co/lkImFSEozR",อื่นๆ,ไม่เดือดร้อน,0
เราป่วยเป็นไฮเปอร์ไทรอยด์ ใครพอมีข้อมูลรพ.เปิดฉีดไฟเซอร์บ้าง ไม่อยากติดโควิดอีกรอบ เเละรอโมเดอร์นาไมาไหวแล้ว 😭😭 #โมเดอร์นา  #ไฟเซอร์,วัคซีน,เดือดร้อน,1
@Momotar96487054 ผมว่าจะรอสักเดือนนึง ไม่ใช่กลัวโควิดหรืออะไรนะ กู้หุ่นแปป 😂😂,อื่นๆ,เดือดร้อน,1
เลื่อนเเล้วเลื่อนอีก อะไรว่ะ กุจะได้ฉีดไหมชาตินี้ ตายห่าก่อนซะมั้ง อีเวรรรร  #โมเดอร์นา,วัคซีน,เดือดร้อน,2
อยากมีงานยุ่งทำบ้าง แบบโครตยุ่งไม่ได้หลับได้นอนจะดีมาก เป็นคนไทป์ workaholic พอเจอโควิดทำไรไม่ได้ เหงาหงอยมาก 🥲,ไม่สบายใจ,เดือดร้อน,1
เอาจริง ตั้งแต่โควิดคือไม่ค่อยได้ใช้เงิน หลังโควิดซานี่สู้ตายเลยนะ จะตามทุกคอนทีทำได้เลย!!!,ไม่สบายใจ,เดือดร้อน,2
"กุยังไม่ได้ฉีดวัคซีน ซักเข็มค่าาาา
ต้องให้กุมีชีวิตรอดถึงพศไหนนนนน
#โมเดอร์นา",วัคซีน,เดือดร้อน,1
"@kristalkei8 การบริหารห่วยแตก เบลมatk ตั้งแต่ต้นมค ว่าอย่าไปตรวจ ผลลวง ทำให้เข้าถึงก.รักษาลำบากมาก คนต้องไปรอข้ามคืนเพื่อแค่ขอให้ได้ตรวจ แถมไปติดเชื้อเพราะไปรอนี่ล่ะ สุดท้ายก.ตรวจวุ่นวายทำให้คนตายจิง 
เราตายเพราะก.บริหาร ไม่ใช่เพราะโควิดเลย",การรักษา,เดือดร้อน,2
ปืนพ่นแอลกอฮอล์ ของแท้มีประกัน 359.- บาท #คนละครึ่ง #น้ําท่วม #โควิดวันนี้  #ม็อบ30กันยา #iPhone13 https://t.co/KnihQMY0gw,อื่นๆ,ไม่เดือดร้อน,0
แม่งเอ้ยยยย แม่งมาธันวาแน่เลย เหี้ยจริงๆ  #โมเดอร์นา,วัคซีน,เดือดร้อน,1
ฉีดวัคซีนโควิดแล้วนะ https://t.co/tbUED3lggq,วัคซีน,ไม่เดือดร้อน,0
เงินก็จ่าย แต่เลื่อนเก่งเหมือนมาขอฟรี สุดยอดเลยปาเทดโลกที่3 #โมเดอร์นา,วัคซีน,เดือดร้อน,2
"Happy birthday คุณอานันท์คนเก่ง 
มีความสุขมากๆร่างกายเเข็งเเรงไม่เจ็บไม่ป่วยดูเเลสุภาพด้วยนะคะช่วงนี้โควิดเข้ามาใกล้ตัวคุณเรื่อยๆก็ขออย่าให้เป็นอะไรนะคะ ขอให้ปลอดภัยมีงานเยอะๆคอยสร้างรอยยิ้มให้กับหมูยอไปนานๆ รักนะคะคุณคนเก่ง💗🎂🧸 @yinyin_anw
#23rdBirthdayYinYin https://t.co/EjODKwozNg",อื่นๆ,ไม่เดือดร้อน,0
"โมเดอร์นา ถึงไทยแน่ปีนี้ 
ซิลลิค ฟาร์มา ออกแถลงการณ์

มีวัคซีนโควิด-19 โมเดอร์น่าจำนวน 1.9 ล้านโด๊สให้แก่ประเทศไทยได้ภายในไตรมาสสี่ ปี 2564 โดยคาดส่งมอบได้ครั้งแรกเดือนพฤศจิกายน ส่วนวัคซีนอีก 6.8 ล้านโด๊สที่ได้ลงนามในสัญญาซื้อ-ขายแล้วนั้น คาดว่าจะสามารถส่งมอบได้ในไตรมาสแรกปี 2565 https://t.co/aUR67bPiT9",วัคซีน,ไม่เดือดร้อน,0
October : ขอให้เดือนตุลาคม เงินเดือนค่าเสี่ยงภัยโควิดเข้า ให้พยาบาลทำงานหนักแต่ไม่ให้เงินกุ อิรบ😡,ความเป็นอยู่,เดือดร้อน,2
แบบนี้ขอคืนเงินได้ไมคะ #โมเดอร์นา #โมเดอร์น่า https://t.co/yKKbok0WZ7,วัคซีน,เดือดร้อน,1
"📣แจ้งทำการเปิดปิดตามมาตรการ โควิด-19 เริ่ม 1 ตุลาคมนี้‼️‼️
สามารถนั่งทานในร้าน ซื้อแบบ Take Home และ Delivery ได้ทุกสาขา⏰ตามช่วงเวลาในภาพ ขอให้ทุกท่านรักษาสุขภาพกันด้วยนะคะ😊

#covid_19 #อยู่บ้านหยุดเชื้อเพื่อชาติ #wfh #jipjipสังขยานมสด #jipjipofficial https://t.co/wn58aR0ah9",อื่นๆ,ไม่เดือดร้อน,0
"✅ติดตั้ง Motor
✅เดินระบบเรียบร้อย
✅งานด่วน งานไว ได้ทันใจ🤝
🔧เครื่องมือคุณภาพสูง ครบครัน
📑อ้างอิงมาตรฐานทุกขั้นตอน
✅ตรวจโควิดก่อนเข้าทำงาน https://t.co/oAbCT1N2iV",อื่นๆ,ไม่เดือดร้อน,0
ส่งหลวงพ่อ Follow up หลังโควิดมาทักทายจนหายดี ส่วนตัวข้าพเจ้าเองก็มารับเข็มสอง... https://t.co/ycytWUsmAV,อื่นๆ,ไม่เดือดร้อน,0
#NAME?,ไม่สบายใจ,เดือดร้อน,1
"ก่อนไปฉีดวัคซีนโควิดเข็ม2
ขอฉีดน้ำเชื้อจากลำควยเข้าหีก่อนสักน้ำ สองน้ำ https://t.co/RwOYl5yX0a",วัคซีน,ไม่เดือดร้อน,0
@Chumnansriphut1 ผมว่าจะไปพฤศจิกายนครับ แต่ไม่รู้สถานการณ์โควิดจะเป็นไงบ้าง ถ้าว่างไปด้วยกันครับ 😅😅,ความเป็นอยู่,เดือดร้อน,2
@nancy_moveOn เปียกฝนดูเล็กน้อยเกินไป เมื่อทราบข่าวว่าแมสเซนเจอร์คนที่เดินผ่านหน้าตอนรี่กำลังนั่งทำงาน ติดโควิด 😰 รู้ตอนเกือบสี่โมงเย็น แต่ตรวจแล้วรอดกันทุกคนที่มาทำงานเมื่อวานนี้ พวกที่มาก่อนหน้าก็ต้องตรวจหมด,ความเป็นอยู่,เดือดร้อน,1
อรสว.ค้าบทุกท่านสุขกายใจไร้ทุกข์ ปลอดภัยจากโควิด19✌😷✌ #ทาสกาแฟดำ ป่ะไปทำงานกัน ใครทำงานวันนี้ขอเสียงหน่อย❤🥰❤🥰😘 https://t.co/gDg1SZQ57F,อื่นๆ,ไม่เดือดร้อน,0
"@_ninggning @KamonwanThreec1 ใช่ๆน้องเป็นคนพัฒนาแบบก้าวกระโดดมาก เก่งขึ้นพราวขึ้น
ส่งสัยไม่ต้องดังในไทยแล้ว
ไปดังเทศกันเลย หมดโควิดพวกเรา
คงไม่มีโอกาสเจอน้องในไทยกันแล้ว
#winmetawin  #ไบร์ทวิน",อื่นๆ,ไม่เดือดร้อน,0
หมอคะ ไม่ได้ติดโควิดตาย ตายเพราะความหล่อของมาร์คต้วนค่ะ #MarkTuan_BALENCIAGAShow #MarkTuan_ParisFashionWeek #BALENCIAGA https://t.co/fHF3IJm2jq,อื่นๆ,ไม่เดือดร้อน,0
ถ้าไม่มีโควิดตอนนี้ต้องเต้นอยู่ที่ไหนสักที เพราะฉันคือนักสู้ !,ไม่สบายใจ,เดือดร้อน,1
@banhwan_g เมื่อก่อนไม่มีโควิดคนทางบ้านคงมาหาบ่อยแหละ,อื่นๆ,เดือดร้อน,1
"01/10/64ปิดงานกรุงเทพกรีฑา+มัดจำ
ขอบคุณลคใหม่นะคะที่ไว้ใจออย
ส่งน้องๆไปเอนเตอร์เทน
📞 095-286-4147
@ ไลน์:nongoilnalove
#เด็กชงเหล้า
#รับจัดหาน้อง
#เด็กเอนพัทยา
#ชงเหล้าทองหล่อ
#เลียบด่วน#พระราม2
#พระราม9#เด็กเอนจรัญ
#สมุทรปราการ#ปิ่นเกล้า
น้องๆผ่านการตรวจโควิดแล้วทุกคนคะ https://t.co/oXBaLFQlsd",อื่นๆ,ไม่เดือดร้อน,0
ลองเข้ามาดูสินค้า ซีทัช แผ่นฆ่าเชื้อโควิด (Covid-19) ฆ่าไวรัส และ แบคทีเรีย สำหรับติดหลังมือถือ ลดราคา 44% เหลือ ฿159 เท่านั้น! ซื้อได้ในแอป Shopee ตอนนี้เลย! https://t.co/D8TzBb9ugb https://t.co/RquKg03gQ8,อื่นๆ,ไม่เดือดร้อน,0
มาตกอยู่ในวงปาร์ตี้ที่ไม่เหลือ social distancing ใดๆจริงๆ ตะโกนระยะใกล้ มาสก์ไม่ใส่ ช้อนกลางไม่ใช้ อยู่ดีๆแก้วหาย แล้วก็เลยโดนยัดแก้วใครไม่รู้ใส่มือ โอ้ยมั่วไปหมด ยังดีหน่อยที่เอาท์ดอร์ แต่แบบ คนที่ไม่แคร์ก็ไม่แคร์จริงๆอะ เหมือนโลกนี้ไม่เคยมีโควิด,อื่นๆ,เดือดร้อน,1
เหมือนเหงาอ่ะ  ปั่นจักยานมานั่งกินติมหน้า7  🤣🤣เมื่อตอนทุ่มครึ่ง🤣 #ario #เพชรบุรี #โควิดวันนี้ #nestle https://t.co/idSmLAJMxu,อื่นๆ,ไม่เดือดร้อน,0
ตกลงว่าประกัน covid ที่ซื้อ ๆ กันมีใครได้เงินบ้าง ในเมื่อประเทศไทยไม่มีใครตายเพราะ covid เลย เป็นโรคอื่นกันทั้งนั้น #โควิดวันนี้  #โมเดอร์นา,วัคซีน,เดือดร้อน,1
โควิดขนาดนี้ ยังไปสถานที่แบบนั้นได้อีกเนอะเป็นขึ้นมาตายคุ้มมั้ยคะ,ไม่สบายใจ,เดือดร้อน,1
พร้อมต้องอัพสตรอรี่คอร์สอาหาร3 มื้อในแต่ละวันนะ เป็นการรีวิวในแต่ละมื้อ ตอนเราเป็นอัพทุกวันจนเพื่อนคิดว่าเข้าคอร์สลดน้ำหนักไม่ได้เป็นโควิด 55555 ใดๆคือ หายไวๆเด้อเจ้าพร้อม #พร้อมกินข้าวอ๊ะยัง,อื่นๆ,ไม่เดือดร้อน,0
นานแล้วที่ไม่ได้พาแม่เที่ยวเพราะโควิด เห็นแม่มีรอยยิ้มก็สุขใจละครับ 😊 https://t.co/nJGvIpNzSy,ไม่สบายใจ,ไม่เดือดร้อน,0
นานแล้วที่ไม่ได้พาแม่เที่ยวเพราะโควิด เห็นแม่มีรอยยิ้มก็สุขใจละครับ 😊 https://t.co/zygZ9wN2fH,ไม่สบายใจ,ไม่เดือดร้อน,0
ตรวจแล้วนะ ไม่ติดโควิด ติดควยคะ 💦🧸  #ระนองนัดเย็ด #ระนองรับงาน #รับงานระนอง #แอบแซ่บระนอง https://t.co/NCdTulDl5h,อื่นๆ,เดือดร้อน,1
หนูลูกไมค์น่าจะสะอาดไม่มีโควิดนะ กลัวไรก๊านนนนน กลัวทุกงานนนน🤣🤣🤣 เอ็นดูมาก อยากเห็นภาพสักงานที่เขาแย่งไมค์กันจัง55555555 https://t.co/EBYi6vDgcE,อื่นๆ,ไม่เดือดร้อน,0
Fever Enhypen คือแบบบบบบ โควิดทำไรพวกนางไม่ได้จริงงงงงงงงงง นิกิกะซอนอุหล่อมากกกกกกกกกกกกก แม่จะเป็นลม,ไม่สบายใจ,เดือดร้อน,1
