Sentence,types,Sentiment,levels
"อยากเห็นหน้าเหมือนกัน ไอ้ที่เสนอ 
มันหน้าคล้ายตัวไหน ??? #ศบคตราด #เรียนออนไลน์ #ประเทศกูมี #นักเรียน #โรงเรียน #โควิด19  😂😂😂😂😂😂😂😂😂 https://t.co/LeT68v2ikS",ไม่สบายใจ,เดือดร้อน,1
ติดโควิดป่าวไม่รู้ แต่ที่รู้ๆอยากคิดเธอ 😹😅 @ สถานีกลางบางซื่อ • 𝙱𝚊𝚗𝚐 𝚂𝚞𝚎 𝙶𝚛𝚊𝚗𝚍 𝚂𝚝𝚊𝚝𝚒𝚘𝚗 https://t.co/Lr7sKrwdTD,อื่นๆ,ไม่เดือดร้อน,0
"นี่ถกกับแม่ เรื่องบางโรงเรียนบังคับให้ผู้ปกครองไปซื้อชุดนักเรียน ทั้งที่ยังเรียนออนไลน์ แม่ว่ามันจำเป็นต้องซื้อเด็กบางคนโตขึ้น ใส่ชุดเก่าไม่ได้ 

นี่ก็ว่าโควิดระบาดหนัก เทอมนี้จะได้เรียนหรือเปล่ายังไม่รู้ ถ้าเกิดสถานการณ์ดีขึ้นก็น่าจะอนุโลมให้ใส่ไปรเวท แม่บอกได้ไงมันไม่เรียบร้อย",ความเป็นอยู่,เดือดร้อน,2
พึ่งรู้ว่ารพ.สนามที่อิมแพคคือเปิดฮอล์ที่2แล้วจากพี่ที่พึ่งกลับจากที่ไปอิมแพคมาชุดแรก โควิดรอบนี้คือปังไม่ไหว พี่บอกว่าพยาบาลที่เข้าเคสทีมเผชิญมี14คนที่ต้องเข้าไปเจาะเลือด ดูแลคนไข้500-600 คน แค่เรายุวอด1:10ก้เหนื่อยละอะ,การรักษา,เดือดร้อน,2
"สวัสดีมิถุนายน ขอให้เป็นการเริ่มต้นที่ดี 
รับวัคซีน Covid-19  #ซิโนแวค แข็มแรกครับ #ร่วมใจฉีดวัคซีนสร้างภูมิคุ้มกันหมู่
เจ้าหน้าที่ทุกท่านบริการเอาใจใส่ดูแลดีมากครับ
ช่วยกดเข้ากลุม  #แจ้งประชาสัมพันธ์
#รับวัคซีนCovid-19 #เพื่อแชร์ #ประสบการณ์
https://t.co/Eyu9TfUTT7 https://t.co/jbGwBd3dPP",วัคซีน,ไม่เดือดร้อน,0
@qmxnlee กูว่าตราบใดรัฐควบคุมโควิดไม่ได้ก็ยังไม่ได้รับ,ไม่สบายใจ,เดือดร้อน,1
โควิดเป็เหตุรักระยะไกล https://t.co/a60LU1TtTK,ไม่สบายใจ,ไม่เดือดร้อน,0
ว่าด้วยตรวจโควิดแบบไทยครั้งแรก55555555555555555 https://t.co/eQj1ENjTLr,อื่นๆ,ไม่เดือดร้อน,0
ฉีดเถอะครับจะได้ ปลอดภัยจากโควิด https://t.co/MuGHnLRH2K,วัคซีน,ไม่เดือดร้อน,0
@pipiry_s เดี๋ยวหมดโควิดเปิดบ้าน Afternoon Tea กันค่า,อื่นๆ,ไม่เดือดร้อน,0
"วันนี้ #ฉีดวัดซีน โควิด
#ออทิสติก ก็สามารถฉีดได้นะจ๊ะ @ โรงพยาบาลยุวประสาทไวทโยปถัมภ์ จ.สมุทรปราการ https://t.co/Ykol13H4EE",วัคซีน,ไม่เดือดร้อน,0
ไม่เห็นด้วยกับการคลายล็อคของ กทม.ในขณะที่ตัวเลขหลักพันทุกวัน 😤#Covid_19,ไม่สบายใจ,เดือดร้อน,1
อยากทำ Part time แต่โควิดแบบนี้ทำไรได้อ่ะ ปกติยังได้พวกพิมพ์งานบ้างไรบ้าง แต่ไม่มีไรทำเลยรอบนี้ ;-; #parttime,ความเป็นอยู่,เดือดร้อน,1
"Hello June

สวัสดีวันแรกของเดือนมิถุนายน แปปๆ ครึงปีแล้วไวมาก 

หวังว่าโควิดจะรีบผ่านไป แล้วคนของใจจะได้เข้ามา 

#อยากมีคนมาจูนใจเดือนJune https://t.co/gr6A6VSfnr",อื่นๆ,ไม่เดือดร้อน,0
อยากบอกให้โควิดรู้กูเสียไป3-4ทริปแล้วเพราะมึง,ความเป็นอยู่,เดือดร้อน,3
อห​ โควิดติดบ.แตกไหม​ ติดตามตอนต่อไป,ไม่สบายใจ,เดือดร้อน,1
@VongsaSoulixay ดูสะถานะโควิดเดียวเจอกันทางลาวแน่นอนครับผมแอดไลน์มาได้เลยครับ,อื่นๆ,ไม่เดือดร้อน,0
"🇹🇭 ยอดผู้ติดเชื้อโควิด-19 📆
วันอังคารที่ 1 มิถุนายน 2564
รวม 2,230 ราย จำแนกเป็น
ติดเชื้อใหม่ 2,153 ราย
ติดเชื้อภายในเรือนจำ/ที่ต้องขัง 77 ราย
หายป่วยกลับบ้าน 3,390 ราย
ผู้ป่วยสะสม 133,159 ราย (ตั้งแต่ 1 เมษายน)
เสียชีวิต 38 ราย
#ศูนย์บริหารสถานการณ์โควิด19
#ศูนย์ข้อมูลCOVID19 https://t.co/L4oRlr0KVN",รายงานสถานการณ์,ไม่เดือดร้อน,0
ตอนนี้ บริษัท บังคับฉีดวัคซีนชิโนแวค กันทุกคน ใครมีโรคประจำตัวยื่นใบรับรองแพทย์จาก รพ.เท่านั้น ใครไปฉีดมาก่อนแล้วเอาหลักฐานมายืนยัน ถ้าไม่ฉีดให้ลาไม่รับค่าจ้างจนกว่าจะไปฉีด และภายใน 15 มิย 64 ต้องได้ฉีดโดสแรกกันหมดทุกคน เอ่อ เนาะถ้าเกิดอะไรขึ้นใครรับผิดชอบชีวิตเขาหรอ #โควิด19,วัคซีน,เดือดร้อน,2
ถ้าไม่มีโควิดตอนนี้กุได้เจอดงมินละมั้งสัส เหยดแม่,ไม่สบายใจ,เดือดร้อน,1
@Coz4n2EZYrGXQqq หมอศิรามอินทราหมอมือหนึ่งในกลุ่มเลยนะค่ะการันตีงานนวดการบริการใด้จร้าปลอดภัยไร้โควิดจ้า,ความเป็นอยู่,ไม่เดือดร้อน,0
"Ep.433:  ร้อยใจไทย
สู้ภัยเศรษฐกิจยุคไวรัสโควิด-19
ประเทศไทยต้องชนะ
*^*^*^*^*^*^*^*
Liveสด! ออโต้มีเดียรวมใจไทยสู้ภัยโควิด-19,  อังคารที่ 1มิย.64
[Uncut: Live! on the Studio]
https://t.co/L6DcCSZDLK",อื่นๆ,ไม่เดือดร้อน,0
"เตรียมกลับมาเปิดให้บริการอีกครั้ง
📌 วันศุกร์ที่ 11 มิถุนายน 2564
ภายใต้มาตราการป้องกันการแพร่ระบาดของโรคติดเชื้อโควิด-19 🦠😷 อย่างเคร่งครัด",รายงานสถานการณ์,ไม่เดือดร้อน,0
"สวัสดีมิถุนายน...
ขอให้คนไทยหลุดพ้นจากโควิด☺",อื่นๆ,เดือดร้อน,1
#dek64 ในช่วง #โควิด19 ระบาดหนัก มันใช่เรื่องที่มาคิดเรื่องนี้มั้ยคะ?? https://t.co/qtlAK2JIqN,ความเป็นอยู่,ไม่เดือดร้อน,0
แทนทีรบจะเอาเงินไปซื้ออุปกรณ์ตรวจหาโควิดให้คนไปตรวจกันเยอะๆ และรีบซื้อวัคซีนเร่งฉีดทุกคน เพื่อป้องกันจะได้สามารถเปิดร้านค้าได้ เศรษฐกิจจะได้ฟื้นตัว นี่อะไร๊เอาเงินไปซื้ออาวุธ ควยมาก,ไม่สบายใจ,เดือดร้อน,2
ตรวจโควิดอีกล่ะ เซ็งมาก😅,ไม่สบายใจ,เดือดร้อน,1
ผ่อนปรนอีก14 วัน #โควิด19 https://t.co/0X1Aicsb0j,อื่นๆ,ไม่เดือดร้อน,0
รัฐบาลชุดนี้ถ้ายังอยู่โควิดคงยังอยู่แบบนี้ต่อไป#เอาใครก้อได้มาบริหารแทนด้วย,ไม่สบายใจ,เดือดร้อน,2
"วันนี้เสียชีวิตอีกเกือบ สี่สิบราย ‼‼

ยอดผู้ติดเชื้อโควิด-19 
วันอังคารที่ 1 มิถุนายน 2564
รวม 2,230 ราย จำแนกเป็น
ติดเชื้อใหม่ 2,153 ราย
ติดเชื้อภายในเรือนจำ/ที่ต้องขัง 77 ราย
หายป่วยกลับบ้าน 3,390 ราย
ผู้ป่วยสะสม 133,159 ราย (ตั้งแต่ 1 เมษายน)
เสียชีวิต 38 ราย https://t.co/AVPtPzTGIo",รายงานสถานการณ์,ไม่เดือดร้อน,0
เผื่อใครยังไม่มีเลข วันแห่งการลงทุนในยุคโควิด https://t.co/reVph53B7g,อื่นๆ,ไม่เดือดร้อน,0
"กขว.มทบ.18
ฉีดวัคซีนโควิดดีหรือไม่ ต้องฟัง 💉💉
ฉีดแล้วก็ติดเชื้อได้ ผลเป็นอย่างไรต้องฟัง.....📌📌 ตอนที่ 2
#มทบ18 #โควิด19 #กองทัพบก https://t.co/QkVIrqBoS6",วัคซีน,ไม่เดือดร้อน,0
"กขว.มทบ.18
ฉีดวัคซีนโควิดดีหรือไม่ ต้องฟัง 💉💉
ฉีดแล้วก็ติดเชื้อได้ ผลเป็นอย่างไรต้องฟัง.....📌📌 ตอนที่ 1
#มทบ18 #โควิด19 #กองทัพบก https://t.co/bkmhVUyi3G",วัคซีน,ไม่เดือดร้อน,0
#เชียงใหม่ ลงทะเบียนจองรับวัคซีนป้องกัน #โควิด19 ผ่านแอพพลิเคชั่น #กำแพงเมือง #ก๋ำแปงเวียง https://t.co/wyXyhnfEhb,วัคซีน,ไม่เดือดร้อน,0
"🌵มีเสื้อโปโลสีม่วงล้วนจำหน่าย
🌵มีเสื้อโปโลสีม่วงปกม่วงอ่อนจำหน่าย

🔔รับปักงานด่วน สกรีนงานด่วน 
🔔รับให้คำปรึกษาเกี่ยวกับเสื้อทุกชนิด
🔔รับตัดเสื้อโปโลทุกแบบ

📣สนใจติดต่อ
Tel : 098-712-1283
Line ID : mindmook_1312

#พิษโควิด #โควิดทำพิษ #โควิดวันนี้",อื่นๆ,ไม่เดือดร้อน,0
นี่คือประเทศโลกที่1 เพิ่งได้ฉีดแค่6ล้านโดส ตายไปแล้ว85คน แพ้รุนแรง24คน คนไทยคิดว่าไงครับ #โควิด19 https://t.co/rWr8Src5Xw,อื่นๆ,ไม่เดือดร้อน,0
"เสื้อโปโลม่วงเข้ม
- ผ้านุ่ม ไม่ขน/ไม่ยืด/ไม่หด
- ไซต์หญิง/ชาย
💵 180 -.
🚩inbox
FB : ร้านอารีย์ปักคอม
IG : aree_pakcom
Tel : 098-712-1283

#เสื้อโปโล #เสื้อโปโลราคาถูก #เสื้อโปโลผู้หญิง #โควิดวันนี้ #เสื้อโปโลคู่ #ผีเสื้อตัวแรก #เสื้อโปโลคอปก #ประชุมสภา
https://t.co/TAMn4rMfPb",อื่นๆ,ไม่เดือดร้อน,0
@Sonamsangbo เขาจะยื้อเอาไว้ ให้มี #โควิด19 เยอะๆ จะได้ผ่านอนุมัติ,อื่นๆ,เดือดร้อน,1
คำถาม?ทำไมพวกท่านต้องเป็นคนอนมุตินำเข้าเพียงผู้เดียว ตกลงเงินทอนกันไม่ได้หรือ หันกลับมาดูปชชบ้างนะคะ จะแดกแกลบอยู่แล้ววัคซีนรอจนเหนียงยาน#ผนงรจตกม#วัคซีนโควิด,ไม่สบายใจ,เดือดร้อน,2
#EFM แล้วอ่านคนติดโควิด โอ้โห ดีเจแย่มาก,ไม่สบายใจ,เดือดร้อน,1
งวดที่แล้วอุตส่าห์ดีใจ เจอล็อตเตอรี่ใบละ 75-80 บาท งวดนี้กลับมา 100-110 เหมือนเดิม #โควิดวันนี้,อื่นๆ,ไม่เดือดร้อน,0
ที่ผ่านมาเราไม่เคยเห็นกองทัพไทยใช้อาวุธหนักไปรบกับใครเลย จเเห็นแค่เอามาทำรัฐประหาร เห็นซ้ำๆ ในสถานการณ์โควิด รัฐควรมาโฟกัสเรื่องหาจัดซื้อวัคซีนมาฉีดให้ ปชช.ให้ด่วนที่สุด แล้วทุกอย่างจะดีขึ้นเอง งดซื้อสักปี เพื่อเห็นแก่ ปชช.ที่กำลังตายลงไปทุกวัน #ลุงระยำ,ความเป็นอยู่,เดือดร้อน,2
"ติดเชื้อลดลง 2,230 เสียชีวิต 38 #COVID19 #โควิดวันนี้ #โควิด https://t.co/nqZNi2N1z8",รายงานสถานการณ์,ไม่เดือดร้อน,0
"โอ้วนะ!

#สวัสดีวันอังคาร หลีกเลี่ยงการสัมผัสกับผู้สูงอายุ ทั้งมือ และร่างกาย เพื่อลดการแพร่เชื้อโควิด-19 ไปสู่ผู้สูงอายุ #สวัสดียามเช้า #COVID19

💕💕 https://t.co/O9qnQQVqMF #ThaiPBSสวัสดีทุกสีวัน #ThaiPBS https://t.co/vKqLvk1bpi",อื่นๆ,ไม่เดือดร้อน,0
"@highlandthai อรุณสวัสดิ์ยามเช้า
เช่นกันนะครับ
ขอให้แคล้วคลาดปลอดภัยจากโควิดนะครับ",อื่นๆ,ไม่เดือดร้อน,0
"@cscit783 Morning
เช่นกันนะครับ ขอให้พ้นภัยจากโรคร้ายโควิดนี้ให้ได้คร้าบ",อื่นๆ,ไม่เดือดร้อน,0
พี่คับ..กูขอละอย่าบ่นเลยพี่ จะคลิปเก่าคลิปใหม่ มีให้ดูก็ดูไปเถอะจะให้มีแต่คลิปใหม่ๆมึงก็แหกตาดู หนังหน้าสาระร่างกูบ้าง.ใครมันจะวิ้งมาให้กูเยสมาให้กูถ่ายคลิปทุกวัน กูไม่ได้หล่อน่ากินขนาดนั้น ลำพังนั่งทอดลูกชิ้นขายกูก็กลัว โควิด จะตายห่าอยู่แล้ว มีให้ดูกูดูไปเถอะอย่าบ่นเลย.กูไหว้ละ https://t.co/y2VXnHcZSI,ไม่สบายใจ,เดือดร้อน,1
"ฮัลโล โปรโมชั่น...
💥June... จูนความสวยด้วยชุดโบฮีเมียน💥 
โปรฯ ไม่แรง ไม่ใช่แบรนด์ โชวี่ โบฮีเมียน  
รับโปรโมชั่น 5 โปรฯ แรงแซงโควิด กันไปเลย 
FB page: Zhowy's bohemian 
#โบฮีเมียน #ชุดโบฮีเมียน #เสื้อผ้าโบฮีเมียน #แฟชั่นโบฮีเมียน #ไลฟ์สด https://t.co/O5n6SzDjiP",อื่นๆ,ไม่เดือดร้อน,0
อากาศที่เราหายใจมันฟรี แต่อากาศที่ดีสมัยนี้หาฟรีไม่ค่อยจะได้แล้วจ้าาา รู้สึกอุ่นใจที่มีน้อง #atmospheredrive อยู่ในรถด้วยย เล็กกว่าโควิดก็กรองได้สบายๆเลยน๊า เพราะกรองได้ 0.015 ไมครอน😎🥰 #เครื่องกรองอากาศ @ Pattaya https://t.co/HCFa5OfP4C,อื่นๆ,ไม่เดือดร้อน,0
โควิดไม่ทันหาย ไข้หวัดไก่เข้ามาแทรก~ https://t.co/trohymgk1q,ไม่สบายใจ,ไม่เดือดร้อน,0
"เห็นคลิปข่าวตอนนี้ทนายตั้มมา ที่ สตช. นักข่าวรีบรุมไปล้อมรถแล้วไม่สบายใจรถก็เข้าไม่ได้ แถมเสี่ยงโควิดคลัสเตอร์นักข่าวด้วย 

อยากให้กั้นคอก โซนนิ่งให้ทำข่าวเลย ป้องกันโควิดด้วย ไรด้วย 

รู้ว่าอยากได้ข่าว แต่พี่ก็ควรกลัวโควิดด้วยนะ

#น้องชมพู่ https://t.co/TsS8hXdbOh",ความเป็นอยู่,เดือดร้อน,2
ถ้ายังไม่ออกไปไหนก็ดีนะ เก็บเงินไว้เที่ยวหลังโควิด,ไม่สบายใจ,เดือดร้อน,1
"เรือนสบายคำนึงถึงความปลอดภัย
และใส่ใจการบริการลูกค้า ทางร้านของเรามีเครื่องฉายแสงฆ่าเชื้อโควิด เครื่องพ้นยาฆ่าเชื้อโควิดปลอดภัย สะอาด และทำงานฆ่าเชื้อตลอดเวลา

วันนี้สาขา 4 มาพร้อมรูปสาว ๆ 
""ทักมาคุยกับน้องๆและแอดมินแก้เหงากันได้เลยค่ะ""
https://t.co/MVnr8UyNso https://t.co/zomYwRff2t",อื่นๆ,ไม่เดือดร้อน,0
"#โคราชติดเชื้อหลักเดียว 
วันนี้ 2 มิ.ย..64 โคราชพบผู้ติดเชื้อโควิด-19 (ระลอกใหม่ เดือนเมษายน 2564) เพิ่ม 2 ราย รวมติดเชื้อสะสมทั้งหมด 943 ราย กำลังรักษาอยู่ 133 ราย รักษาหายแล้ว 799 ราย เสียชีวิตสะสม 11 ราย
#โควิด19เราต้องรอด https://t.co/8NjjkoM2Hi",รายงานสถานการณ์,ไม่เดือดร้อน,0
ช่วงที่โควิดไม่ระบาด ก็คงจะดีนะ ไปรับบริการเปลือยกายตามร้านคาราโอเกะ บริการเสริฟเครื่องดื่มต่างๆ อาหาร ... รวมทั้งร้องเพลงบนเวทีในกรณีที่ลูกค้าต้องการ แก้ผ้าล่อนจ้อนตลอดงานครับ ใครสนใจติดต่อทักมาได้ที่เบอร์โทรศัพท์ 0813451941 ครับ ยินดีต้อนรับทุกเพศทุกวัยไม่จำกัดจำนวนคนครับ,อื่นๆ,ไม่เดือดร้อน,0
Pre-order 💥 กุ้งแม่น้ำสดแท้ ขนาด 3ตัวต่อ1 กิโลกรัม ราคานี้ ยุคโควิด เท่านั้น ☎️0895239824 https://t.co/7ZbyUfdgwj,อื่นๆ,ไม่เดือดร้อน,0
"กขว.มทบ.18
มทบ.ปลอดภัย ห่างไกลโควิด 🏥 และอาชญากรรม🚔 
- ตรวจอุณหภูมิคนงานก่อสร้างในพื้นที่
- ตรวจบุคคลเข้าออกยามวิกาล
ทำทุกวันเพื่อสังคมที่น่าอยู่และปลอดภัย
#มทบ18 #โควิด19 #กองทัพบก https://t.co/XsqZyAtvM4",รายงานสถานการณ์,ไม่เดือดร้อน,0
@tabongki เมกางบกองทัพมากที่สุดนับตั้งแต่สงครามโลกครั้งที่ 2 ญี่ปุ่นก็อัดเพิ่ม จะเอาดินปืนมาปราบโควิดแน่ๆ,ความเป็นอยู่,ไม่เดือดร้อน,0
เคยผ่านเรื่องราวผิดหวังมามากมาย ผ่านอุปสรรค โชคชะตากลั่นแกล้งมาก็เยอะ ไม่เคยเข็ด ไม่เคยยอมแพ้ ผ่านความไม่เข้าใจจากคนรอบข้างมานับไม่ถ้วน อยากให้ฟ้าเปิดทางให้ทำอะไรแล้วสำเร็จสักที ครั้งนี้ก็เป็นอีกครั้งที่หวังกับมัน แม้ว่าจะอยู่ในช่วงเลวร้ายของโควิด ก็จะอดทนสู้กับมันต่อไป,ไม่สบายใจ,เดือดร้อน,3
จะมีคลัสเตอร์ลุงพลไหมนี่?? #ลุงพล #น้องชมพู่ #ลุงพลฆ่าน้องชมพู่ #โควิด #โควิดวันนี้,ไม่สบายใจ,เดือดร้อน,1
"#โควิดวันนี้
กูเป็นคนไทยแท้ๆ ยังไม่ได้ #วัคซีนโควิด19 ของ #AstraZeneca เลยค่ะ คุณขา 
จะรอ #Modena ก็ช้า จะเอา #sinopharm เขาก็เอามาน้อย 
สงสัย กูคงลองฉีด #Sinovac มั้งเนี่ย 
...ก็ไม่อยากเป็น #โควิด19 อะนะ https://t.co/hwK1MOAMH3",วัคซีน,ไม่เดือดร้อน,0
@ka_mung @DoubleSsine แม้แต่คนในวงการข่าว ยังออกมาเล่นเรื่องนี้เร็วกว่าตอนเผยแพร่ข้อมูลที่เป็นประโยชน์เรื่องโควิดซะอีก,ความเป็นอยู่,เดือดร้อน,1
ว้ายยย ด่าวัคซีน sinovac ไม่ได้คุณภาพเพราะ WHO ไม่รับรองไม่ได้แล้วนะ ปรับกลยุทธ์ด่วน #น้องชมพู่ #โควิด19วันนี้ #โควิด19 https://t.co/NnEaTlea9p,วัคซีน,เดือดร้อน,2
กลัวกว่าโควิดคือวัคซีน ที่ฉีดแล้วต้องมาเสี่ยงว่าจะตายไหม แล้วยังจะยัดให้คนฉีด #Sinovac #Thailand,วัคซีน,เดือดร้อน,1
"งบประมาณแผ่นดิน
ควรเป็นงบเพื่อช่วยชีวิตคนทั้งแผ่นดิน ไม่ใช่เอาไว้กล่อมให้คนยึดเหนี่ยวไม่สบายใจ เพราะมันป้องกันให้คนรอดชีวิตไม่ได้
#โควิด19",ไม่สบายใจ,เดือดร้อน,1
คดีลุงพล แห่งบ้านกกกอก มา ข่าวโควิด วัคซีน ได้ฉีด/ไม่ได้ฉีด จะพอ/ไม่พอ มี/ไม่มี อาจจะเบาๆ ลงไปชั่วขณะ 555,วัคซีน,ไม่เดือดร้อน,0
เอารถถังมารบกับใครถามที ตอนนี้ยิงโควิดแล้วมันตายไหม ถ้าตายช่วยหน่อยนะพี่,ไม่สบายใจ,เดือดร้อน,1
"เริ่มให้จับจองแบบเสียเงิน..😏​😊
#โควิด19 https://t.co/xJlEjFceMK",อื่นๆ,ไม่เดือดร้อน,0
"วันนี้เสียชีวิตอีกเกือบ สี่สิบราย‼‼

ยอดผู้ติดเชื้อโควิด-19 
วันพุธที่ 2 มิถุนายน 2564
รวม 3,440 ราย จำแนกเป็น
ติดเชื้อใหม่ 2,353 ราย
ติดเชื้อภายในเรือนจำ/ที่ต้องขัง 1,087 ราย
หายป่วยกลับบ้าน 2,843 ราย
ผู้ป่วยสะสม 136,599 ราย (ตั้งแต่ 1 เมษายน)
เสียชีวิต 38 ราย https://t.co/QZzZGCCbM9",รายงานสถานการณ์,ไม่เดือดร้อน,0
ก๋วยเตี๋ยวรูลุงเล็กสะพานมหาเจษฎาบดินทร์นนทบุรีกลับมาเปิดแล้วค่ะ ก๋วยเตี๋ยวหมู-เนื้อ(ใส่คะน้า) ลูกชิ้นปิ้ง ขนมหวาน นั่งที่ร้านหรือสั่งlineman grab foodpanda robinhood ได้เลยค่ะ รับเราชนะ ม.33 ด้วยนะคะ #ก๋วยเตี๋ยว #นนทบุรี #โควิด19 #ลุงพล #lineman #Delivery #อร่อยไปแดก #อร่อยบอกต่อ https://t.co/bmqXtuIUHq,อื่นๆ,ไม่เดือดร้อน,0
"สู้โควิด ให้ปิดเกมส์ เกษมศรี?
รู้หน้าที่ มิหลีกเลี่ยง เพียงเกื้อหนุน
ร่วมมือกัน สู้ฟันฝ่า อย่าอาดูร
ช่วยเพิ่มพูน กำลังใจ ให้แข็งแรง!

สู้โควิด ให้ปิดเกมส์ เกษมศานต์?
ใจเบิกบาน ผ่านวิกฤติ จิตเข้มแข็ง
อย่าถอดใจ ไร้ทิศทาง อย่างอ่อนแรง
ต้องแข็งแกร่ง แข่งเวลา เดินหน้าไป! https://t.co/ToNpn9vFNp",อื่นๆ,ไม่เดือดร้อน,0
"สู้โควิด ให้ปิดเกมส์ เกษมสันต์?
ทุกๆวัน การ์ดอย่าตก ชกตรงเป้า
สวมหน้ากาก ปิดปากไว้ ไม่มึนเมา
ทุกค่ำเช้า เฝ้าระวัง อย่างตั้งใจ!

สู้โควิด ให้ปิดเกมส์ เกษมสุข?
รักสนุก อาจพลาดท่า น่าเสียวไส้
ลงทะเบียน ฉีดวัคซีน โดยเร็วไว
หากช้าไป สายเกินแก้ แย่นะคุณ! https://t.co/okD5a0Gxmj",อื่นๆ,ไม่เดือดร้อน,0
